CPB;titulo;categoria;n_chamadas_fsa;todas_chamadas;todos_valores;tem_complementacao;tem_comercializacao;cat_nova;motivo_cat;cat_antiga;reclassificada
B1900307100000;NO CORAÇÃO DO MUNDO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;321498;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900410500000;TRÊS VERÕES;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1200000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000386800000;CABEÇA DE NÊGO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000312900000;MARTE UM;FSA SAV/MINC / Arranjos Regionais;2;SAV/MINC 03|ARRANJOS REGIONAIS;1250000|100000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2000402100000;UM DIA COM JERUSA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1250000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100339300000;PATERNO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;952295;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300289500000;DENTRO DA CAIXINHA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;600000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300561400000;O MENINO MAIS RICO DO MUNDO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 03;1000000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1800264200000;CARVANA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;652864;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1800515000000;CHUVA É CANTORIA NA ALDEIA DOS MORTOS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;997550;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1800150600000;O CHALÉ É UMA ILHA BATIDA DE VENTO E CHUVA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;824837;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1800561900000;SERVIDÃO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;1000000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900203000000;CHÃO;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;512631;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900189800000;EMPATE;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;672980;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900093600000;ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR;FSA SAV/MINC / Arranjos Regionais;2;SAV/MINC 04|COMERCIALIZAÇÃO EM CINEMA;999400|100000;False;True;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B1900623300000;OS OSSOS DA SAUDADE;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;669972;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100371800000;MARIAS;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;816988;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200361800000;MÔA, RAIZ AFRO MÃE;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300366600000;KUNHÃ KARAI E AS NARRATIVAS DA TERRA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 04;500000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100362700000;SEBASTIANA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 07;346000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2200497200000;ODOYÁ;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 07;344670;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300286800000;ÁRIA;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 07;350000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300531100000;POING;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 08;1000000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2300322500000;TRONIK;FSA SAV/MINC / Arranjos Regionais;1;SAV/MINC 08;1000000;False;False;Arranjos Regionais;maior chamada de produção;Arranjos Regionais;False
B2100427500000;NOITE DE FOGO;FSA Automático Festivais;2;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|PRODAV 06;612966|233517;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2200442800000;MEDUSA;FSA Automático Festivais;3;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA|SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL TV E VOD;2342135|346918|141496;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2300440300000;A FESTA DE LÉO;FSA Automático Festivais;2;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|PRODAV 06;1500000|8577;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2300345600000;ANGELA;FSA Automático Festivais;2;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|PRODAV 06;624569|300000;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2300484100000;EROS;FSA Automático Festivais;1;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO;548881;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2300130000000;O ULTIMO EPISÓDIO;FSA Automático Festivais;2;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO|ARRANJOS REGIONAIS;994166|600000;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B2300165900000;PORNOMELANCOLIA;FSA Automático Festivais;1;SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO;294752;False;False;Automático Festivais;maior chamada de produção;Automático Festivais;False
B1900363600000;MARÉS;FSA Automático Bilheteria;1;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;54054;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2000484000000;A SOGRA PERFEITA;FSA Automático Bilheteria;2;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA|PRODAV 06;1809115|1190885;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200393900000;ME CHAMA QUE EU VOU;FSA Automático Bilheteria;1;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;50000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300472200000;Ó PAÍ, Ó 2;FSA Automático Bilheteria;3;SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA|CINEMA VIA DISTRIBUIDORA|PRODAV 06;600708|200000|199292;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
