CPB;titulo;categoria;n_chamadas_fsa;todas_chamadas;todos_valores;tem_complementacao;tem_comercializacao;cat_nova;motivo_cat;cat_antiga;reclassificada
B2000154900000;ALICE JÚNIOR;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;525500;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2000070300000;DOIS MAIS DOIS;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;3000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2000259000000;ZONA ÁRIDA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;396976;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100065700000;A ÚLTIMA FLORESTA;FSA Automático Bilheteria;3;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 07|PRODAV 06;512438|500000|500000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100306300000;ALDEIA NATAL;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;193500|75900;False;True;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100113200000;L.O.C.A.;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;4438846;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100010700000;LOOP;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|ARRANJOS REGIONAIS;858981|733333;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100259000000;MEDIDA PROVISÓRIA;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 06;1734649|1000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100347700000;O JARDIM SECRETO DE MARIANA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;3000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200063900000;1999 - A CONQUISTA DA AMÉRICA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300468500000;A FILHA DO PALHAÇO;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 05;1664223|100000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200343300000;A ÚLTIMA FESTA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;3000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200299300000;CORDIALMENTE TEUS;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1700000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200412200000;FAUSTO FAWCETT NA CABEÇA;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;975398|35000;False;True;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300288600000;FORAM OS SUSSURROS QUE ME MATARAM;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|SUPORTE AUTOMÁTICO - DESEMPENHO ARTÍSTICO;1000000|238532;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200089800000;O TRAIDOR;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 06;1567500|867500;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300008500000;VAI CORINTHIANS!;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300549200000;A ENTREGA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;811229;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300212900000;MEU NOME É GAL;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO;3000000|200000;False;True;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300283600000;O VAZIO DE DOMINGO À TARDE;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;1000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300493100000;SOB A VERDE NEBULOSA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA;400000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2000034100000;NO GOGÓ DO PAULINHO;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA|PRODAV 06;3500000|1000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2000502900000;QUEM VAI FICAR COM MÁRIO;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA|PRODAV 06;3000000|523218;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2100036700000;O ESPAÇO INFINITO;FSA Automático Bilheteria;2;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA|ARRANJOS REGIONAIS;960000|800000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200065000000;AMADO;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;3500000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2200349500000;TRÊS TIGRES TRISTES;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;873400;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300330000000;ENTRELINHAS;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;2980176;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300349700000;NOSSO SONHO;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;3000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B2300536800000;SALA ESCURA;FSA Automático Bilheteria;1;FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA - VIA DISTRIBUIDORA;2000000;False;False;Automático Bilheteria;maior chamada de produção;Automático Bilheteria;False
B1402521900000;AS AVENTURAS DO AVIÃO VERMELHO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;829966;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500344400000;DEPOIS DE TUDO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;2000000|750000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402255700000;GALAXIAS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402378700000;INFÂNCIA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;600000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500543200000;LINDA DE MORRER;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402855900000;MARESIA;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|PRODECINE 03;500000|500000|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402201200000;MUITOS HOMENS NUM SÓ;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 03;1000000|200000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402652900000;NISE - O CORAÇÃO DA LOUCURA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402175100000;O MENINO NO ESPELHO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;750000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500177200000;PARA MINHA AMADA MORTA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 03;450000|200000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500585400000;QUASE MEMÓRIA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402237400000;SANGUE AZUL;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;750000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402332500000;TRINTA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1150000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1402145600000;À QUEIMA ROUPA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;623000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600109600000;A FRENTE FRIA QUE A CHUVA TRAZ;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600585400000;A GLÓRIA E A GRAÇA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600032100000;AMOR EM SAMPA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;1000000|500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600041000000;BUGIGANGUE NO ESPAÇO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1000000|930000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500344800000;CAMPO GRANDE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500812200000;DOIDAS E SANTAS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1750000|600000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600264400000;PONTO ZERO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;400000|400000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500399400000;PROVA DE CORAGEM;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500309900000;QUALQUER GATO VIRA-LATA 2;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;1500000|59169;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500408100000;UM FILME DE CINEMA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 03;250000|200000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500870400000;VAI QUE DÁ CERTO 2;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1500672000000;ÓRFÃOS DO ELDORADO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;900000|550000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600287300000;DESERTO;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|PRODECINE 03;500000|316273|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600690600000;ERA O HOTEL CAMBRIDGE;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;550000|100000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700349800000;JOÃO, O MAESTRO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;2700000|279525;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700077100000;LA VINGANÇA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1600243000000;REDEMOINHO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 02;1000000|700000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800514700000;SOBRE RODAS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|COMERCIALIZAÇÃO EM CINEMA;240000|100000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700051600000;VAZANTE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;750000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700248900000;A SUPERFÍCIE DA SOMBRA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 03;700000|200000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800089800000;AMORES DE CHUMBO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;550000|190000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700602000000;ANTÁRTICA POR UM ANO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|COMERCIALIZAÇÃO EM CINEMA;950000|100000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700450500000;AS BOAS MANEIRAS;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|ARRANJOS REGIONAIS|PRODECINE 03;1500000|500000|200000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700189700000;EM UM MUNDO INTERIOR;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700151900000;O FILME DA MINHA VIDA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;2500000|768133;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700497900000;ORGANISMO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;900000|89420;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1700088100000;PELA JANELA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 03;1000000|100000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800469700000;A CABEÇA DE GUMERCINDO SARAIVA;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1500000|847531|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800516900000;A CIDADE DOS PIRATAS;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1000000|905830|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800458500000;A PRINCESA DE ELYMIA;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;897246|578000|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800459400000;AMAZÔNIA GROOVE;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|COMERCIALIZAÇÃO EM CINEMA;700000|198440;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800375900000;CANO SERRADO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;2000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800411600000;DESLEMBRO;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1000000|740000|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800466200000;GUERRA DE ALGODÃO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1200000|356546;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800491800000;LEGALIDADE;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 04|COMERCIALIZAÇÃO EM CINEMA;1500000|448510|200000;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000003600000;ONDE DORMEM OS SONHOS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;230000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800567100000;TAIS & TAIANE;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODECINE 02|PRODECINE 04;899000|750000|448403;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800212800000;TALVEZ UMA HISTÓRIA DE AMOR;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;800000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900029000000;TITO E OS PÁSSAROS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;2000000|400000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1800504700000;TORRE DAS DONZELAS;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|COMERCIALIZAÇÃO EM CINEMA|PRODECINE 04;500000|198880|111545;True;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900448200000;AOS OLHOS DE ERNESTO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1450000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900571100000;INCOMPATÍVEL;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;2500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900157600000;KARDEC;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODAV 06;3000000|1194084;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900548300000;LIMA BARRETO, AO TERCEIRO DIA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900618000000;MACABRO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODAV 06;2000000|1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900063700000;MUSSUM, UM FILME DO CACILDIS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|COMERCIALIZAÇÃO EM CINEMA;650000|130800;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900098100000;O PERGAMINHO VERMELHO;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1500000|500000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900347800000;PIEDADE;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|PRODAV 06|SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;1000000|200000|100000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900284200000;PORFÍRIO DO AMARAL - A VERDADE SOBRE O SAMBA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;445000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900572600000;PUREZA;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|ARRANJOS REGIONAIS|PRODECINE 04;2000000|1450000|739073;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B1900331600000;SE ARREPENDIMENTO MATASSE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;980000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000152800000;CAFÉ, PEPI E LIMÃO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000096200000;EDUARDO E MÔNICA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1800000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000185600000;NIÈDE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;510000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000364100000;O CEMITÉRIO DAS ALMAS PERDIDAS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;1100000|600000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000525500000;O CLUBE DOS ANJOS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000320300000;O SENTIDO DA VIDA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;500000|250000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000106900000;OS ESCRAVOS DE JÓ;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1520000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000477300000;RIR PRA NÃO CHORAR;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000040200000;SOLTEIRA QUASE SURTANDO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;500000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2000436400000;TODOS OS MORTOS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODAV 06;1500000|184256;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100349700000;A QUEDA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100103100000;DIÁRIO DE VIAGEM;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;2000000|324588;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100271600000;DUETTO;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO|SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA;1500000|589000|300000;False;True;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100218200000;MADALENA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1900000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100282200000;PLUFT, O FANTASMINHA;FSA Pontuação Bilheteria e Roteiro — Produtora;3;PRODECINE 01|FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA|PRODAV 06;3000000|2840250|338524;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2100326700000;SWINGUEIRA;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;250000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200405700000;A ILHA DOS ILÚS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200291400000;A LASANHA ASSASSINA - A REVOLTA DAS MASSAS;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODAV 06;2000000|486176;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200223200000;ASSALTO NA PAULISTA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;2000000|116898;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200409600000;ESTADOS UNIDOS DO BRASIL;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;560000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200307700000;O ALECRIM E O SONHO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1200000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200080600000;O PAI DA RITA;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|PRODECINE 04;1250000|1000000;True;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2200266500000;PORTO PRÍNCIPE;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;1300000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300257900000;A ESTAÇÃO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;800000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300451700000;A MULHER SEM CHÃO;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;330000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300486200000;CEDO DEMAIS;FSA Pontuação Bilheteria e Roteiro — Produtora;1;PRODECINE 01;2000000;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
B2300282000000;DE LONGE TODA SERRA É AZUL;FSA Pontuação Bilheteria e Roteiro — Produtora;2;PRODECINE 01|ARRANJOS REGIONAIS;700000|399833;False;False;Bilheteria · Produtora;maior chamada de produção;Bilheteria · Produtora;False
