cpb,titulo_original,ano_ref,ano_producao_inicial,uf_requerente,segmento_destinacao_inicial,tipo_obra,familia_chamada,chamada_publica,coproducao_internacional,valor_contrato_brl,n_contratos_fsa,fator_real_2024,valor_contrato_r2024,valor_fsa_r2024,inv_fsa_r2024,inv_renuncia_r2024,tem_renuncia,publico_domestico,chegou_cinema,publico_por_milhao_r2024,renda_total,sessoes_total,n_municipios,eventos_intl,pontos_intl,fest_pontuacao,fest_n,admissoes_europa,vod_eu_presencas,cartaz_eua,cartaz_asia,intl_n_mercados,desempenho_internacional,intl_n_sinais,tem_internacional,n_canais_intl,vod_paises,critica_indice_1_5,imdb_rating,imdb_n_votos,tem_critica,tem_imdb
B2000151700000,CONTACTADO,2020,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.276952,,,,,False,134.0,True,,2352.25,44.0,3.0,,,8.0,2.0,,,False,False,0,1.6,2,True,,,,6.0,28.0,False,True
B2500089000000,CORPO BONITO,2025,2025,MG,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500519500000,COSTELA DE EVA,2025,2025,MG,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2600025400000,CRIADORES ORIGINAIS,2026,2026,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400372000000,CRIATURAS - UMA AVENTURA ENTRE DOIS MUNDOS,2024,2024,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,1601408.3240313,,0.0,1601408.3240313,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100324700000,CURRAL,2021,2021,PE,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.160232,763858.0195093399,,0.0,763858.0195093399,True,926.0,True,1212.267170533617,14509.62,178.0,8.0,,,,,,,False,False,0,0.0,0,False,,,,6.7,161.0,False,True
B2500028700000,CÂNCER COM ASCENDENTE EM VIRGEM,2025,2025,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,3509539.1999999997,,0.0,3509539.1999999997,True,16873.0,True,4807.75367888753,306491.86,8760.0,190.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300397200000,CÉU ABERTO,2023,2023,RS,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500431400000,D.P.A. - O FANTÁSTICO REINO DE ONDION,2025,2025,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,3290192.9999999995,,0.0,3290192.9999999995,True,76534.0,True,23261.249416067694,1499666.04,17488.0,260.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300212000000,DE FRENTE PRO MAR,2023,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,4.0,,,True,False
B2300374700000,"DE REPENTE, MISS!",2023,2023,RN,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0483,4176582.0,,0.0,4176582.0,True,15803.0,True,3783.7159667881538,274873.84,3105.0,84.0,,,,,,,False,False,0,0.0,0,False,,,4.095,6.4,84.0,True,True
B2300376600000,DE VOCÊ FIZ MEU SAMBA,2023,2023,RJ,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,91.0,True,,910.0,5.0,2.0,,,,,,,False,False,0,0.0,0,False,,,4.2,,,True,False
B2400094800000,DE VOLTA AO RIO BAKER,2024,2024,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300000500000,DECOLA,2022,2022,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.096731,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300433200000,DENTRO DE MIM,2023,2023,AL,OUTROS MERCADOS,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,4.2,,,True,False
B1700261200000,DESARQUIVANDO ALICE GONZAGA,2017,2017,BA,OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.444401,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,7.9,13.0,False,True
B1700107000000,DESDE JUNHO,2016,2016,RJ,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.487011,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400478000000,DESEJO DE VIVER - MUTATIS MUTANDIS,2024,2024,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500362800000,DESEJOS DA TERRA,2025,2025,PE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300148800000,DESTINO: FICÇÃO - 2ª TEMPORADA,2023,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400231500000,DESVENDANDO MUSEUS,2024,2024,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300404500000,DIRETORES DE ARTE,2023,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,3.413,,,True,False
B1900232700000,DIVINO AMOR,2019,2019,PE,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.33467,835316.3999999999,,0.0,835316.3999999999,True,36015.0,True,43115.39914695797,446201.11,1195.0,30.0,,,58.5,19.0,,8.0,False,False,0,21.7,3,True,1.0,5.0,4.3,6.1,2426.0,True,True
B1500335800000,DIVÃ A 2,2014,2014,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.749188,2404048.1727987,,0.0,2404048.1727987,True,166491.0,True,69254.43586522545,1982583.38,,,,,,,,,False,False,0,0.0,1,True,,,3.5,5.1,126.0,True,True
B1900357900000,DIZ A ELA QUE ME VIU CHORAR,2019,2019,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,,,,,False,1985.0,True,,14140.21,128.0,15.0,,,15.5,5.0,,,False,False,0,3.1,1,True,,,4.4,6.7,172.0,True,True
B2500426800000,DIÁRIO DO FOGO,2025,2025,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,1645096.4999999998,,0.0,1645096.4999999998,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400215200000,DOCUMENTANDO O INVISÍVEL,2024,2024,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400052600000,DOIS É DEMAIS EM ORLANDO,2024,2024,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,8499112.081319999,,0.0,8499112.081319999,True,75434.0,True,8875.515380694254,1555208.47,9031.0,193.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700045100000,"DOLORES - UMA MULHER, DOIS AMORES",2016,2016,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.487011,,,,,False,3128.0,True,,50945.64,205.0,10.0,,,,,,,False,False,0,0.0,1,True,,,3.775,,,True,False
B2200257000000,DOLORES DURAN - O CORAÇÃO DA NOITE,2022,2022,DF,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.096731,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,3.89,,,True,False
B2400318700000,DORMIR DE OLHOS ABERTOS,2024,2024,PE,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.0,,,,,False,3922.0,True,,46357.52,272.0,20.0,,,,,,4.0,False,False,0,4.0,2,True,1.0,2.0,,,,False,False
B2300276500000,DOSSIÊ DA LAMA,2023,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100299900000,DOUTOR GAMA,2021,2021,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.160232,,,,,False,5546.0,True,,111179.65,521.0,12.0,,,,,,,False,False,0,0.0,0,False,,,4.152,7.2,347.0,True,True
B1800138800000,DOWNWIND NAS FILIPINAS,2018,2018,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.392194,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2600022100000,DUELO DE GUITARRAS,2026,2026,RJ,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),REALITY-SHOW,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100271900000,EL EMPLEADO Y EL PATRÓN,2021,2021,RS,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.160232,,,,,False,732.0,True,,6894.62,95.0,9.0,,,47.5,16.0,,12.0,False,False,0,11.5,3,True,1.0,1.0,,6.4,219.0,False,True
B2000081700000,ELA E EU,2020,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.276952,6123052.76213764,,0.0,6123052.76213764,True,2260.0,True,369.0969337998981,45277.17,322.0,6.0,,,12.0,6.0,,,False,False,0,2.4,1,True,,,4.4,7.1,73.0,True,True
B2300316900000,ELE NÃO SABIA HISTÓRIAS,2023,2023,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
B2300205100000,"ELIS & TOM, SÓ TINHA DE SER COM VOCÊ",2023,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,84413.0,True,,1688137.0,3866.0,51.0,,,,,4789.0,,True,False,2,13.33,1,True,1.0,0.0,3.8,7.7,501.0,True,True
B2500231700000,EM PEDAÇOS,2025,2025,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500302600000,EMPELEITADA,2025,2025,PE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300396300000,EMPIRION: UMA AVENTURA COM EINSTEIN,2023,2023,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0483,3008587.0784255997,,0.0,3008587.0784255997,True,2126.0,True,706.6439975247586,47434.0,391.0,15.0,,,,,,,False,False,0,0.0,0,False,,,4.3,9.6,5.0,True,True
B2500121100000,EMTOURNO,2025,2025,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000008400000,ENCARCERADOS,2019,2019,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,632217.6,,0.0,632217.6,True,2797.0,True,4424.1096736313575,30513.99,224.0,10.0,,,6.0,2.0,,,False,False,0,1.2,1,True,,,,7.1,10.0,False,True
B2400265800000,ENCONTROS COM O CINEMA AFRICANO,2024,2024,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200402400000,ENEIDA,2022,2022,PR,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.096731,,,,,False,657.0,True,,6603.32,46.0,5.0,,,,,,,False,False,0,0.0,0,False,,,,7.8,17.0,False,True
B1700278600000,ENQUADRO 5X5,2017,2017,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.444401,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800556000000,ENSAIOS CONTEMPORÂNEOS,2018,2018,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.392194,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1301935400000,ENTRE VALES,2013,2013,SP,INDEFINIDO,FICÇÃO,(sem match chamada),,True,,1,1.861311,1725610.0954,,0.0,1725610.0954,True,3590.0,True,2080.4236191999275,37372.93,,,,,,,,,False,False,0,0.0,1,True,1.0,0.0,,6.9,99.0,False,True
B1800505100000,ENTRENÓS,2018,2018,PE,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.392194,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800182100000,ERIC ACORDE,2017,2017,CE,NENHUMA DAS OPÇÕES,ANIMAÇÃO,(sem match chamada),,False,,1,1.444401,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400024800000,ESCUMALHA,2024,2024,DF,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400380100000,ESPELHO CIGANO,2024,2024,MG,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700537700000,ESPERANDO A TEMPESTADE,2016,2016,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.487011,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1600326200000,ESTA NOITE ENCARNAREI NO TEU CORPINHO - PILOTO,2015,2015,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,(sem match chamada),,False,,1,1.580544,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,4.3,,,True,False
B1900093600000,ESTOU ME GUARDANDO PARA QUANDO O CARNAVAL CHEGAR,2019,2019,PE,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,,,,,False,10640.0,True,,82744.39,340.0,19.0,,,26.0,8.0,2744.0,,False,False,1,11.87,2,True,1.0,0.0,3.062,7.7,955.0,True,True
B2200012700000,ESTRADEIRAS,2022,2022,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.096731,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500237700000,EU E MEU AVÔ NIHONJIN,2025,2025,SP,SALAS DE EXIBIÇÃO,ANIMAÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,42793.0,True,,809179.23,12295.0,123.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400120800000,EU NÃO DESISTO DE VOCÊ,2024,2024,PE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500071000000,EU QUE PLANTEI - MATA ATLÂNTICA,2025,2025,RJ,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300531000000,EU SOU O SAMBA MAS PODE ME CHAMAR DE ZÉ KETTI,2023,2023,RJ,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,3.975,,,True,False
B2500332000000,EU VOU TER SAUDADES DE VOCÊ,2025,2025,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300288500000,EUCLYDES,2023,2023,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700123200000,EXODUS - DE ONDE VIM NÃO EXISTE MAIS,2017,2017,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,True,,1,1.444401,733316.4650182499,,0.0,733316.4650182499,True,5953.0,True,8117.914002997121,77573.34,580.0,22.0,,,2.0,1.0,,,False,False,0,0.4,2,True,,,,,,False,False
B2300549900000,EXPEDIÇÃO PICO DE JACA,2023,2023,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0483,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400005100000,EXPEDIÇÃO PRAIEIRA,2024,2024,CE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400354500000,"EXPLODE SÃO PAULO, GIL",2024,2024,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
B2400446400000,FAKE NEWS - MADE IN BRAZIL,2024,2024,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500022800000,FAMÍLIA DE SORTE,2025,2025,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,5641286.85022779,,0.0,5641286.85022779,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700037000000,FANÁTIC@S,2016,2016,SC,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.487011,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700333000000,FASHION CLICK,2017,2017,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.444401,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,4.15,,,True,False
B2000046400000,FAVELA GAY - PERIFERIAS LGBTQI+,2019,2019,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900468200000,FEITO TORTO PARA FICAR DIREITO - A SÉRIE,2019,2019,SC,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,231707.7504,,0.0,231707.7504,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400005000000,FELINOS EM PRETO E BRANCO,2024,2024,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,True,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
B2500473200000,FERNANDO CONI CAMPOS: CADA UM VIVE COMO SONHA,2025,2025,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200412400000,FERVO,2022,2022,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.096731,5247563.96501624,,0.0,5247563.96501624,True,11837.0,True,2255.713332684143,213433.0,3280.0,122.0,,,,,,,False,False,0,0.0,0,False,,,,6.2,109.0,False,True
B2300552400000,FIEBRE,2023,2023,SP,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,True,,1,1.0483,,,,,False,8.0,True,,94.0,,,,,,,,,False,False,0,0.0,1,True,,,,6.5,13.0,False,True
B2400337800000,FILHOS DO MANGUE,2024,2024,RN,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,1159697.602,,0.0,1159697.602,True,786.0,True,677.7628915024694,9273.74,105.0,8.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900612000000,FILHOS DO PAI ETERNO,2019,2019,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,,,,,False,16.0,True,,277.77,30.0,5.0,,,,,,,False,False,0,0.0,0,False,,,2.663,,,True,False
B1600656800000,FIM DO MUNDO,2016,2016,PE,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,(sem match chamada),,False,,1,1.487011,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,3.195,,,True,False
B1900368000000,FIO DA MEADA,2019,2019,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.33467,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300557200000,FLUXO - MELHOR PAUSA,2021,2021,PE,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.160232,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800595400000,FOLIAR BRASIL DOC- 2A TEMPORADA,2018,2018,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.392194,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400235300000,FORROBODÓ DA PAIXÃO,2024,2024,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400374100000,FORTALEZA PARAÍSO - PILOTO,2024,2024,CE,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000184000000,FRANCISCO SÓ QUER JOGAR BOLA,2020,2020,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,(sem match chamada),,False,,1,1.276952,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800335300000,FRANS KRAJCBERG: MANIFESTO,2018,2018,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,(sem match chamada),,False,,1,1.392194,532041.945,,0.0,532041.945,True,1715.0,True,3223.4300624549446,17689.5,179.0,8.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2600006400000,FRONTEIRAS DA MEMÓRIA,2026,2026,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1600310200000,FUINHA E CAÇAPAVA-PILOTO,2016,2016,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,(sem match chamada),,False,,1,1.487011,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400165200000,FUTEBÓIS,2024,2024,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500138400000,FUTURO FUTURO,2025,2025,RS,SALAS DE EXIBIÇÃO,FICÇÃO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400219400000,FUTURO NAS COSTAS,2024,2024,SP,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,(sem match chamada),,False,,1,1.0,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1500576000000,FÁBULAS DE BULCCAN EPISÓDIO PILOTO,2015,2015,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),ANIMAÇÃO,(sem match chamada),,False,,1,1.580544,,,,,False,,False,,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
