cpb,titulo_original,ano_ref,ano_producao_inicial,uf_requerente,segmento_destinacao_inicial,tipo_obra,familia_chamada,chamada_publica,coproducao_internacional,valor_contrato_brl,n_contratos_fsa,fator_real_2024,valor_contrato_r2024,valor_fsa_r2024,inv_fsa_r2024,inv_renuncia_r2024,tem_renuncia,publico_domestico,chegou_cinema,publico_por_milhao_r2024,renda_total,sessoes_total,n_municipios,eventos_intl,pontos_intl,fest_pontuacao,fest_n,admissoes_europa,vod_eu_presencas,cartaz_eua,cartaz_asia,intl_n_mercados,desempenho_internacional,intl_n_sinais,tem_internacional,n_canais_intl,vod_paises,critica_indice_1_5,imdb_rating,imdb_n_votos,tem_critica,tem_imdb
B2100408100000,O LIVRO DOS PRAZERES,2013,2021,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,True,2340754.0,3,1.861311,4042634.968494,4356871.168494,3963607.7684939997,0.0,False,6966.0,True,1723.1335637001723,105540.26,626.0,16.0,,,7.0,3.0,,,True,True,2,14.73,2,True,2.0,0.0,,6.1,342.0,False,True
B1900572800000,NOITES DE ALFACE,2016,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,1340595.0,1,1.487011,1993479.5115450001,1993479.5115450001,1993479.5115450001,0.0,False,214.0,True,107.34998717601279,3589.5,142.0,7.0,,,,,,,False,False,0,0.0,0,False,,,4.213,6.5,35.0,True,True
B2600013900000,ECOLOUCOS - UMA COMÉDIA INSUSTENTÁVEL,2016,2026,DF,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1745500.13,2,1.487011,2463068.88513541,2595577.89381143,2463068.88513541,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700477300000,DONA FLOR E SEUS DOIS MARIDOS,2013,2017,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,1328471.0,1,1.861311,10818453.685481,2472697.6854809998,2472697.6854809998,8345756.0,True,47258.0,True,4368.27677724618,640772.54,4708.0,38.0,,,,,,,False,False,0,0.0,0,False,,,4.035,5.8,256.0,True,True
B1900487100000,OS PARÇAS 2,2016,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,2204802.5,3,1.487011,7391471.8672454,3278565.5703275003,3214889.8672454,4176582.0,True,1341305.0,True,181466.56364125048,18602352.39,50725.0,302.0,,,,,,,False,False,0,0.0,0,False,,,2.3,3.4,292.0,True,True
B2200349100000,CINE TERROR,2013,2022,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1302214.57,1,1.861311,2423826.3035012702,2423826.3035012702,2423826.3035012702,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200266500000,PORTO PRÍNCIPE,2016,2022,SC,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1300000.0,1,1.487011,1933114.3,1933114.3,1933114.3,0.0,False,258.0,True,133.46339634443757,5528.11,59.0,5.0,,,,,,,False,False,0,0.0,0,False,,,,6.8,22.0,False,True
B2100349700000,A QUEDA,2016,2021,MG,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1300000.0,1,1.487011,1933114.3,1933114.3,1933114.3,0.0,False,354.0,True,183.1241949842283,5932.54,57.0,7.0,,,,,,,False,False,0,0.0,0,False,,,3.895,7.6,49.0,True,True
B2500446200000,AS APARÊNCIAS ENGANAM,2016,2025,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,1533118.43,2,1.487011,10204288.23582592,2279763.96971273,2301568.23582592,7902720.0,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000204300000,AGBARA DUDU - NARRATIVAS NEGRAS,2013,2020,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1300000.0,1,1.861311,2419704.3,2419704.3,2419704.3,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800502000000,DOMINGO,2013,2018,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,True,1500000.0,2,1.861311,3144246.3999999994,2791966.5,2698143.0999999996,446103.30000000005,True,2684.0,True,853.6226677400348,33607.21,347.0,23.0,,,32.5,13.0,7511.0,10.0,False,False,1,17.17,4,True,2.0,2.0,4.078,7.2,120.0,True,True
B2400128400000,OESTE OUTRA VEZ,2016,2024,GO,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1300000.0,1,1.487011,2429775.974,1933114.3,1933114.3,496661.67400000006,True,12076.0,True,4970.00551870631,188806.9,1019.0,36.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300201100000,DERRAPADA,2015,2023,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1300000.0,1,1.580544,5697884.15,2054707.2,2054707.2,3643176.95,True,454.0,True,79.678699680126,5797.17,214.0,15.0,,,,,,,False,False,0,0.0,0,False,,,,7.1,55.0,False,True
B2400115200000,RURALIDADES,2013,2024,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1300000.0,1,1.861311,2419704.3,2419704.3,2419704.3,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000152800000,"CAFÉ, PEPI E LIMÃO",2015,2020,BA,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1300000.0,1,1.580544,2054707.2,2054707.2,2054707.2,0.0,False,754.0,True,366.9622610949142,11556.5,69.0,4.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200224300000,O PARQUE DE ADELIN,2013,2022,GO,VIDEO DOMÉSTICO,ANIMAÇÃO,PRODAV,PRODAV 01,False,1300000.0,1,1.861311,2419704.3,2419704.3,2419704.3,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900172900000,GRETA,2014,2019,CE,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,1690177.5,3,1.749188,2832604.00087,2956438.20087,2832604.00087,0.0,False,8709.0,True,3074.556131857872,108699.87,474.0,17.0,,,27.5,7.0,6629.0,,False,True,2,18.83,2,True,1.0,0.0,,7.5,8582.0,False,True
B1700578900000,CAMPUS SANTO,2013,2016,DF,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,1289204.0,1,1.861311,2434593.3464439996,2399609.586444,2399609.586444,34983.76,True,48.0,True,19.715818278280214,1080.0,1.0,1.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000321700000,BELATRIX - 1ª TEMPORADA,2013,2020,BA,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),ANIMAÇÃO,PRODAV,PRODAV 01,False,1288660.0,1,1.861311,2398597.03326,2398597.03326,2398597.03326,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500526200000,BABU E OS BICHOS,2018,2025,ES,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1288000.0,1,1.392194,1793145.872,1793145.872,1793145.872,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1700278800000,EXPRESSO,2013,2017,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1280000.0,1,1.861311,2382478.08,2382478.08,2382478.08,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.6,,,True,False
B2000497700000,ABE,2018,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA CINEMA,False,2776009.2199999997,3,1.392194,12032528.38002868,3864743.3800286795,4147268.38002868,7885260.0,True,3610.0,True,300.0200694304446,87874.36,701.0,9.0,,,,,,,False,True,1,6.67,0,False,,,,6.2,2662.0,False,True
B1900583000000,SERIAL KELLY,2015,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,3574608.8699999996,5,1.580544,7933154.13639183,5649826.601825279,5641365.33639183,2291788.8,True,2476.0,True,312.1078901822697,30152.17,366.0,16.0,,,3.0,2.0,,,False,False,0,0.6,1,True,,,,,,False,False
B2300001300000,TODO MUNDO É FILHO DE SANTO,2013,2022,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1266616.0,1,1.861311,2357566.293576,2357566.293576,2357566.293576,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.683,,,True,False
B2400488300000,BABY,2022,2024,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODUCAO,COPRODUÇÃO INTERNACIONAL CINEMA,True,2165628.0300000003,4,1.096731,3554308.7219637996,2375111.39496993,2646142.0676777596,908166.65428604,True,25993.0,True,7313.095747529366,413643.84,819.0,27.0,,,,,964.0,13.0,False,False,1,16.67,3,True,2.0,5.0,,,,False,False
B2300489900000,RIOS,2013,2023,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1260000.0,1,1.861311,2345251.86,2345251.86,,,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.938,,,True,False
B1800539200000,SONHO AMERICANO,2013,2018,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1260000.0,1,1.861311,2345251.86,2345251.86,2345251.86,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000070700000,RIOS,2013,2019,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1260000.0,1,1.861311,2345251.86,2345251.86,2345251.86,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,3.938,,,True,False
B2000202100000,POROPOPÓ,2016,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,256.0,True,137.72594822768627,2942.55,41.0,1.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100262500000,DESPEDIDA,2016,2021,RS,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,274.0,True,147.40980396244547,3280.76,33.0,4.0,,,,,,,False,False,0,0.0,0,False,,,4.0,7.4,13.0,True,True
B2000484500000,O NOVELO,2016,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,282.0,True,151.71373984456065,2803.0,26.0,2.0,,,,,,,False,False,0,0.0,0,False,,,,7.1,75.0,False,True
B2200080600000,O PAI DA RITA,2014,2022,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,2250000.0,2,1.749188,4978451.5,3935673.0,4047796.0,930655.5,True,1229.0,True,246.86390939029937,18606.65,337.0,13.0,,,7.0,4.0,,,False,False,0,1.4,1,True,,,3.878,5.7,34.0,True,True
B2400390500000,JUVENTUDE VENDIDA,2018,2024,MA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,1250000.0,1,1.392194,1740242.5,1740242.5,1740242.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200012900000,REPRESA,2016,2022,CE,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,6.8,15.0,False,True
B2600006800000,RELICÁRIO,2022,2026,PR,SALAS DE EXIBIÇÃO,FICÇÃO,PRODUCAO,PRODUÇÃO CINEMA,False,2375000.0,2,1.096731,2937132.0,2604736.1249999995,2937132.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900300800000,BENTO,2016,2019,GO,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,11.0,True,5.917911837908394,102.0,7.0,1.0,,,,,,,False,False,0,0.0,0,False,,,4.127,7.6,5.0,True,True
B2000142400000,MARES DO DESTERRO,2016,2020,SC,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,135.0,True,72.62891801069394,1632.84,7.0,1.0,,,,,,,False,False,0,0.0,0,False,,,4.223,,,True,False
B2000402100000,UM DIA COM JERUSA,2016,2020,SP,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,27.0,True,14.525783602138787,587.33,12.0,2.0,,,,,,,False,False,0,0.0,0,False,,,4.123,6.8,75.0,True,True
B2000292100000,PIRÔCO,2016,2020,AM,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500412200000,SEM PAI NEM MÃE,2015,2025,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1650000.0,2,1.580544,3858144.2,2607897.6,2675355.2,1182789.0,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400086600000,ENQUANTO O CÉU NÃO ME ESPERA,2016,2024,AM,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300179900000,NADA,2016,2023,DF,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,540.0,True,290.51567204277575,3678.5,44.0,5.0,,,,,,,False,False,0,0.0,0,False,,,4.259,,,True,False
B2000378500000,PEQUENOS GUERREIROS,2016,2020,CE,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,1652.0,True,888.762759656788,14657.56,71.0,8.0,,,,,,,False,False,0,0.0,0,False,,,3.708,7.5,15.0,True,True
B2000386800000,CABEÇA DE NÊGO,2016,2020,CE,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,False,2094000.0,2,1.487011,3429710.234,3113801.034,3429710.234,0.0,False,2203.0,True,642.3283162993879,26849.5,169.0,11.0,,,,,,,False,False,0,0.0,0,False,,,4.21,7.5,266.0,True,True
B2500330000000,QUASE INVERNO,2018,2025,PR,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1250000.0,1,1.392194,1740242.5,1740242.5,1740242.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200136500000,FABULOSOS JOÃO E MARIA,2016,2022,SP,SALAS DE EXIBIÇÃO,ANIMAÇÃO,SAV/MINC 02,SAV/MINC 02,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,1343.0,True,722.5232362100885,11592.21,246.0,4.0,,,,,,,False,False,0,0.0,0,False,,,4.0,,,True,False
B2000312900000,MARTE UM,2016,2020,MG,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,False,1350000.0,2,1.487011,1997983.15,2007464.85,1997983.15,0.0,False,103961.0,True,52032.97134913276,1742582.97,3754.0,27.0,,,52.0,21.0,740.0,,True,False,2,23.73,2,True,1.0,0.0,3.907,7.4,2604.0,True,True
B1900209700000,PACARRETE,2016,2019,CE,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1250000.0,1,1.487011,1858763.75,1858763.75,1858763.75,0.0,False,4511.0,True,2426.881845527706,63538.33,605.0,20.0,,,41.5,15.0,,,False,True,1,14.97,1,True,,,4.0,7.2,462.0,True,True
B2000230700000,NAS ONDAS DA FÉ,2018,2020,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,COMERCIALIZAÇÃO - OPÇÃO ,COMERCIALIZAÇÃO - OPÇÃO DE INVESTIMENTO EM COMERCIALIZAÇÃO,False,1248812.2,1,1.392194,6986152.8519668,1738588.8519668,1738588.8519668,5247564.0,True,37493.0,True,5366.759186988681,686276.99,7426.0,190.0,,,,,,,False,False,0,0.0,0,False,,,3.786,,,True,False
B1800029600000,O OLHO E A FACA,2013,2017,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 04,False,2445630.0,3,1.861311,9044547.99693,4552078.02093,4969667.063929999,4074880.9329999997,True,1516.0,True,167.61478854604758,21077.59,267.0,12.0,,,,,,,False,False,0,0.0,0,False,,,,5.7,95.0,False,True
B1800145300000,A TORRE,2018,2018,MG,SALAS DE EXIBIÇÃO,FICÇÃO,DESEMPENHO,SUPORTE AUTOMÁTICO - DESEMPENHO COMERCIAL CINEMA,False,2142316.04,2,1.392194,4549223.05263154,2982519.53699176,3403033.86254473,1146189.19008681,True,48.0,True,10.55125225663181,,42.0,3.0,,,,,,,False,False,0,0.0,0,False,,,2.9,,,True,False
B1900513800000,NÃO VAMOS PAGAR NADA,2016,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODAV,PRODAV 06,False,1245817.87,1,1.487011,6607771.516465571,1852544.8766865702,1852544.8766865702,4755226.639779,True,675.0,True,102.15244251681551,10563.39,130.0,4.0,,,,,,,False,False,0,0.0,0,False,,,,5.2,216.0,False,True
B1900049200000,GUERREIROS DA FLORESTA,2016,2018,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1242747.0,1,1.487011,1847978.459217,1847978.459217,1847978.459217,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.0,,,True,False
B2100406300000,ROTA DAS EMOÇÕES,2013,2021,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1240000.0,1,1.861311,2308025.64,2308025.64,2308025.64,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1500873900000,ATRAVÉS DA SOMBRA,2009,2015,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,1440000.0,2,2.353382,6779999.1178,3388870.0799999996,3215595.88,3564403.2378000002,True,6655.0,True,981.5635495479887,97221.51,439.0,8.0,,,,,,,False,False,0,0.0,0,False,,,2.6,5.0,326.0,True,True
B1402146300000,PRAIA DO FUTURO,2012,2014,SP,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 04,True,2234348.0,2,1.971315,13537614.46937828,4404603.72762,4786670.72762,8750943.74175828,True,132389.0,True,9779.34482470751,1728214.85,8.0,1.0,,,,,,,True,False,1,6.67,1,True,,,3.1,6.3,3642.0,True,True
B2200250200000,NOITES ALIENÍGENAS,2016,2022,AC,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 01,SAV/MINC 01,False,1231960.0,1,1.487011,1831938.07156,1831938.07156,1831938.07156,0.0,False,6963.0,True,3800.8926765033098,105120.87,538.0,15.0,,,20.0,6.0,,,False,False,0,4.0,1,True,,,3.575,6.7,353.0,True,True
B1800097300000,MEIO IRMÃO,2013,2018,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,False,1220019.0,1,1.861311,3157926.534909,2270834.784909,2270834.784909,887091.75,True,1236.0,True,391.39605888128017,14948.1,186.0,13.0,,,5.5,2.0,,,False,False,0,1.1,1,True,,,,5.8,160.0,False,True
B2300551000000,SAUDOSA MALOCA,2021,2023,SP,SALAS DE EXIBIÇÃO,FICÇÃO,COMPLEMENTAÇÃO,COMPLEMENTAÇÃO,False,1412734.78,2,1.160232,6992510.483591519,1639100.0992689598,1639100.0992689598,5353410.384322559,True,21054.0,True,3010.9357789888027,365742.72,1346.0,44.0,,,,,,,False,False,0,0.0,0,False,,,4.165,7.0,354.0,True,True
B1900545200000,DESTERRO,2014,2019,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 05,True,1306500.0,2,1.749188,2249614.722,2285314.122,2249614.722,0.0,False,804.0,True,357.39453166683177,7923.35,125.0,9.0,,,,,,,False,False,0,0.0,1,True,1.0,0.0,,5.4,155.0,False,True
B1800466200000,GUERRA DE ALGODÃO,2013,2018,BA,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1556546.0,2,1.861311,2897216.1918059997,2897216.1918059997,2897216.1918059997,0.0,False,149.0,True,51.42867847467048,2580.96,87.0,7.0,,,,,,,False,False,0,0.0,0,False,,,4.03,,,True,False
B2500254900000,"COMER, BEBER E APRENDER",2022,2025,RS,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODUCAO,PRODUÇÃO TV-VOD,False,1200000.0,1,1.096731,1316077.2,1316077.2,1316077.2,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900526700000,ÁGUA DE PLANTAR,2016,2020,MG,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 02 - PROJETO DERIVADO,False,1200000.0,1,1.487011,1784413.2000000002,1784413.2000000002,1784413.2000000002,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100269300000,HACKERS X CRACKERS,2013,2021,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,1414728.65,2,1.861311,2543727.47678865,2633249.9982601497,2543727.47678865,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2500460500000,ESCONDERIJO DOS GIGANTES,2016,2025,CE,SALAS DE EXIBIÇÃO,ANIMAÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1200000.0,1,1.487011,1784413.2000000002,1784413.2000000002,1784413.2000000002,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900429200000,SUBMERSOS,2013,2019,SC,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,True,1200000.0,1,1.861311,3125210.9359182296,2233573.1999999997,2233573.1999999997,891637.73591823,True,,False,0.0,,,,,,,,,,False,False,0,0.0,1,True,,,,,,False,False
B2400528800000,PORTÃO MÁGICO,2018,2024,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1200000.0,1,1.392194,1670632.7999999998,1670632.7999999998,1670632.7999999998,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1500585100000,QUE HORAS ELA VOLTA?,2013,2015,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,1200000.0,1,1.861311,6611027.46,2233573.1999999997,2233573.1999999997,4377454.26,True,489904.0,True,74104.06369723353,6881297.79,13.0,4.0,,,,,457159.0,,True,True,3,20.0,1,True,2.0,0.0,4.4,7.8,19176.0,True,True
B1700014500000,TADINHA,2012,2016,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV 01,False,1200000.0,1,1.971315,2365578.0,2365578.0,2365578.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2100075900000,A RUPTURA,2017,2021,RJ,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,PRODAV,PRODAV 06,False,1200000.0,1,1.444401,1733281.2,1733281.2,1733281.2,0.0,False,28.0,True,16.15433202644787,204.75,13.0,1.0,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400321300000,PALALOOS,2018,2024,ES,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),ANIMAÇÃO,PRODAV,PRODAV - TVS PÚBLICAS,False,1200000.0,1,1.392194,1670632.7999999998,1670632.7999999998,1670632.7999999998,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2200307700000,O ALECRIM E O SONHO,2016,2022,RN,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 01,False,1200000.0,1,1.487011,1784413.2000000002,1784413.2000000002,1784413.2000000002,0.0,False,299.0,True,167.5620870771411,1984.0,14.0,2.0,,,,,,,False,False,0,0.0,0,False,,,3.4,7.8,10.0,True,True
B1600003800000,CONDOMINIO JAQUELINE,2010,2015,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),FICÇÃO,PRODAV,PRODAV 01,False,1200000.0,1,2.222058,3578465.3500318,2666469.6,2666469.6,911995.7500317999,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2300502400000,CHAMA A BEBEL,2018,2023,RS,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1600000.0,2,1.392194,2227510.4,2227510.4,2227510.4,0.0,False,8080.0,True,3627.3680248586047,149305.83,2988.0,106.0,,,,,,,False,False,0,0.0,0,False,,,,6.6,26.0,False,True
B2400480700000,NÃO ESTAMOS SONHANDO,2018,2024,AL,SALAS DE EXIBIÇÃO,FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,1413000.0,2,1.392194,1967170.1219999997,1967170.122,1967170.1219999997,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1900410500000,TRÊS VERÕES,2014,2019,RJ,SALAS DE EXIBIÇÃO,FICÇÃO,SAV/MINC 03,SAV/MINC 03,True,1200000.0,1,1.749188,2099025.6,2099025.6,2099025.6,0.0,False,399.0,True,190.0882009252293,15545.64,26.0,9.0,,,27.0,8.0,,,True,False,1,12.07,2,True,,,,6.4,654.0,False,True
