diretor;diretor_norm;n_obras_fomento;ano_primeira_obra;ano_ultima_obra;n_obras_fsa;n_obras_renuncia;investimento_fsa_deflac;investimento_total_deflac;bilheteria_deflac;outras_janelas_deflac;receita_total_deflac;pct_receita_sintetica;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_intl_medio;pontuacao_festivais_max;pontuacao_festivais_media;adm_eu_total;critica_media;categoria_principal;genero_diretor;diversidade_regional;cita_n_papers;cita_soma_citacoes;wikidata_id;prestigio_festiv;prestigio_filmes;fest_diretor_norm;fest_n_participacoes_total;fest_n_festivais_especial;fest_n_festivais_aa;fest_n_competicao_principal;fest_n_secao_paralela;fest_n_premios;fest_tem_curta_festival;fest_tem_longa_festival;fest_melhor_nivel;fest_primeiro_festival_ano;fest_ultimo_festival_ano;fest_festivais_lista;fest_n_festivais_distintos;fest_n_cannes;fest_n_berlim;fest_n_veneza;fest_n_oscar;fest_n_sundance;fest_n_rotterdam;fest_n_tiff;fest_n_locarno;fest_n_san_sebastian;fest_n_idfa;fest_n_annecy;fest_n_karlovy_vary
JOAO CARLOS DANIEL;JOAO CARLOS DANIEL;42;2019.0;2021.0;1;2;6362823.58;13847529.58;53437.44;642913.68;696351.12;92.3;0.1094;0.0503;7.06;6.0;3.5;11707;4.031;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIO CARLOS REBESCO;ANTONIO CARLOS REBESCO;41;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAERTE LANZA;LAERTE LANZA;40;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO ANTONIO CAMARGOS PAES DE OLIVEIRA;PEDRO ANTONIO CAMARGOS PAES DE OLIVEIRA;40;2014.0;2022.0;7;8;32661592.76;57666862.92;47010872.16;1699691.08;48710563.24;3.5;1.4914;0.8447;0.05;2.0;0.25;0;3.554;FSA Pontuação Bilheteria e Roteiro — Distribuidora;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO CESAR MADUREIRA;RODRIGO CESAR MADUREIRA;40;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO CARVALHO MURAD;PEDRO CARVALHO MURAD;40;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCIA DE GUSMAO PARAISO CAVALCANTI;MARCIA DE GUSMAO PARAISO CAVALCANTI;40;2016.0;2023.0;6;2;5867518.7;7849612.82;66001.6;891923.32;957924.92;93.1;0.1633;0.122;0.0;0.0;0.0;0;4.02;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANA DILLON NUNES;ANA DILLON NUNES;39;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICARDO AUGUSTO GARCIA POMPEU;RICARDO AUGUSTO GARCIA POMPEU;39;2016.0;2023.0;1;1;926887.96;2658594.17;0.0;301454.16;301454.16;100.0;0.3252;0.1134;0.0;0.0;0.0;0;3.944;Renúncia — Art.3/3-A/39;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANA LUCIA DE CARVALHO RIBEIRO;ANA LUCIA DE CARVALHO RIBEIRO;39;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRANCISCO GUILHERME MISTRORIGO;FRANCISCO GUILHERME MISTRORIGO;39;2014.0;2020.0;3;8;12836932.5;39371623.47;608049.68;2220706.8;2828756.48;78.5;0.2204;0.0718;0.0;0.0;0.0;0;3.482;Renúncia — Art.3/3-A/39;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LARYSSA GOULART LOUREIRO;LARYSSA GOULART LOUREIRO;39;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO TRE HANSEN;PEDRO TRE HANSEN;38;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIO RICARDO LOPES DA COSTA;ANTONIO RICARDO LOPES DA COSTA;38;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;8.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TONY SILVA DOS SANTOS;TONY SILVA DOS SANTOS;38;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOAQUIM ELIAS NAGIB PINTO HAICKEL;JOAQUIM ELIAS NAGIB PINTO HAICKEL;38;2018.0;2022.0;3;0;899820.74;899820.74;0.0;237073.98;237073.98;100.0;0.2635;0.2635;0.0;0.0;0.0;0;3.734;FSA SAV/MINC / Arranjos Regionais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOSE MARIANO BONI DE MATHIS;JOSE MARIANO BONI DE MATHIS;38;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAONI CARNEIRO;RAONI CARNEIRO;38;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GISELE JUNQUEIRA KATO;GISELE JUNQUEIRA KATO;37;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIA DA ROCHA MIRANDA PRADO;ANTONIA DA ROCHA MIRANDA PRADO;37;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LISANDRO WINCKLER STAUT;LISANDRO WINCKLER STAUT;37;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLAUBER DA SILVA ALMEIDA;GLAUBER DA SILVA ALMEIDA;37;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDUARDO RAJABALLY;EDUARDO RAJABALLY;36;2014.0;2020.0;0;7;0.0;14076771.05;0.0;841364.86;841364.86;100.0;;0.0598;0.0;0.0;0.0;0;3.732;Renúncia — Art.3/3-A/39;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCIO TRIGO DE LOUREIRO;MARCIO TRIGO DE LOUREIRO;36;2018.0;2020.0;2;5;7400646.58;25674826.6;3006372.88;1153336.24;4159709.12;27.7;0.5621;0.162;0.0;0.0;0.0;0;3.606;Renúncia — Art.3/3-A/39;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAFAEL HENRIQUE LOPES KENT;RAFAEL HENRIQUE LOPES KENT;36;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALEXANDRA MACHADO DE SÁ;ALEXANDRA MACHADO DE SA;36;2014.0;2022.0;5;6;13889452.57;34144369.12;3530250.64;1084296.08;4614546.72;23.5;0.3322;0.1351;0.0;0.0;0.0;0;3.96;_tv_excluir;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JORGE FERNANDO DE MEDEIROS REBELLO;JORGE FERNANDO DE MEDEIROS REBELLO;36;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOSE EDUARDO NICOLAU;JOSE EDUARDO NICOLAU;36;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO JUNQUEIRA CALDAS;PEDRO JUNQUEIRA CALDAS;36;2016.0;2016.0;0;1;0.0;446103.3;1689.8;89220.66;90910.46;98.1;;0.2038;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;3.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GIAN CARLO BELLOTTI;GIAN CARLO BELLOTTI;36;2016.0;2016.0;0;1;0.0;1040907.7;0.0;89220.66;89220.66;100.0;;0.0857;0.0;0.0;0.0;0;3.52;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL CHOMA;DANIEL CHOMA;35;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO CALVINO MORAES;THIAGO CALVINO MORAES;35;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIMAO PEDRO GOMES SCHOLZ;SIMAO PEDRO GOMES SCHOLZ;35;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIEGO DE MELLO REGO LOPES;DIEGO DE MELLO REGO LOPES;35;2019.0;2020.0;2;0;1519420.1;1519420.1;5685.68;76617.12;82302.8;93.1;0.0542;0.0542;0.0;0.0;0.0;0;3.6;FSA SAV/MINC / Arranjos Regionais;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WILSON DELLANI PINTO LIMA;WILSON DELLANI PINTO LIMA;35;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIO SANTIAGO FERRAZ;ANTONIO SANTIAGO FERRAZ;34;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIA LUPICINIA VIANA DE PAULA GIGLIOTTI;MARIA LUPICINIA VIANA DE PAULA GIGLIOTTI;34;2017.0;2019.0;2;3;10205608.87;19758381.81;15572660.04;598160.08;16170820.12;3.7;1.5845;0.8184;0.0;0.0;0.0;0;4.085;FSA Pontuação Bilheteria e Roteiro — Distribuidora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL RODRIGUES JUNIOR;DANIEL RODRIGUES JUNIOR;34;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRANCISCO MASCARENHAS KERTESZ;FRANCISCO MASCARENHAS KERTESZ;34;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAULA VASCONCELOS BUARQUE;PAULA VASCONCELOS BUARQUE;34;2014.0;2023.0;0;4;0.0;7648718.74;0.0;317184.78;317184.78;100.0;;0.0415;0.0;0.0;0.0;0;4.123;Renúncia — Art.3/3-A/39;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO DE SOUZA SALES MONTEIRO;RODRIGO DE SOUZA SALES MONTEIRO;34;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VINICIUS DA SILVA OLIVEIRA;VINICIUS DA SILVA OLIVEIRA;34;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNA RODRIGUEZ TORRALBA ABIRACHED;BRUNA RODRIGUEZ TORRALBA ABIRACHED;33;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCO AURELIO DE ABREU TAVORA;MARCO AURELIO DE ABREU TAVORA;33;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANTONIO FRANCISCO ACHE DE ANDRADE;ANTONIO FRANCISCO ACHE DE ANDRADE;33;2019.0;2019.0;0;1;0.0;4137476.99;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0;4.252;Renúncia — Art.3/3-A/39;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARIO HUMBERTO MEIRELLES MOREIRA;MARIO HUMBERTO MEIRELLES MOREIRA;33;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WALFREDO CAMPOS MAYA JUNIOR;WALFREDO CAMPOS MAYA JUNIOR;33;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEONARDO RODRIGUES LONGO;LEONARDO RODRIGUES LONGO;33;2014.0;2014.0;0;1;0.0;2454140.5;0.0;104951.28;104951.28;100.0;;0.0428;0.0;0.0;0.0;0;;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOAO ELIAS RIBEIRO JUNIOR;JOAO ELIAS RIBEIRO JUNIOR;33;2015.0;2015.0;1;0;101108.07;101108.07;0.0;94832.64;94832.64;100.0;0.9379;0.9379;0.0;0.0;0.0;0;4.0;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RENE TRINDADE GOYA FILHO;RENE TRINDADE GOYA FILHO;33;2016.0;2020.0;2;0;1402085.66;1402085.66;0.0;126395.94;126395.94;100.0;0.0901;0.0901;0.0;0.0;0.0;0;3.8;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JORGE ALBERTO FURTADO;JORGE ALBERTO FURTADO;33;2014.0;2018.0;0;4;0.0;9993259.75;408215.92;1344680.38;1752896.3;76.7;;0.1754;0.98;11.5;4.88;0;4.03;Renúncia — Art.3/3-A/39;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNO SILVA LUIZ;BRUNO SILVA LUIZ;33;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLAUDIO BITENCOURT AVILA;CLAUDIO BITENCOURT AVILA;32;2019.0;2020.0;2;0;1519420.1;1519420.1;5685.68;76617.12;82302.8;93.1;0.0542;0.0542;0.0;0.0;0.0;0;3.6;FSA SAV/MINC / Arranjos Regionais;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HENRIQUE DANIEL MENDES MADANELO SILVA;HENRIQUE DANIEL MENDES MADANELO SILVA;32;2020.0;2023.0;0;2;0.0;2053734.42;0.0;202413.12;202413.12;100.0;;0.0986;0.0;0.0;0.0;0;3.0;Renúncia — Art.3/3-A/39;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROBERTO DE OLIVEIRA;ROBERTO DE OLIVEIRA;32;2019.0;2023.0;2;1;2652573.34;7925522.34;1678130.44;142978.2;1821108.64;7.9;0.6865;0.2298;5.75;0.0;0.0;4789;3.8;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VITOR HUGO LOPES SANTANA;VITOR HUGO LOPES SANTANA;32;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YGOR AUGUSTO DE OLIVEIRA SILVA;YGOR AUGUSTO DE OLIVEIRA SILVA;32;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO SCHMIDT;RODRIGO SCHMIDT;32;2023.0;2023.0;0;1;0.0;524150.0;0.0;62898.0;62898.0;100.0;;0.12;0.0;0.0;0.0;0;4.208;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AURELIANO CESAR ROSELINO COIMBRA;AURELIANO CESAR ROSELINO COIMBRA;32;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FREDERICO CARDOSO;FREDERICO CARDOSO;32;2014.0;2020.0;1;1;2166601.5;5311641.52;0.0;566389.76;566389.76;100.0;0.2614;0.1066;0.0;0.0;0.0;0;4.088;_tv_excluir;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUGUSTO DA SILVA VASCONCELOS;AUGUSTO DA SILVA VASCONCELOS;32;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADONIAS RIOS DE MOURA TEIXEIRA;ADONIAS RIOS DE MOURA TEIXEIRA;31;2015.0;2023.0;13;3;32146348.69;34608196.98;7455.0;2485510.28;2492965.28;99.7;0.0776;0.072;0.2;20.0;1.0;0;3.658;_tv_excluir;;;0.0;0.0;;;;adonias rios de moura teixeira;1;0;1;1;0;0;False;True;AA;2020;2020;Annecy;1;0;0;0;0;0;0;0;0;0;0;1;0
DIEGO HENRIQUE DANTAS FREITAS;DIEGO HENRIQUE DANTAS FREITAS;31;2018.0;2018.0;1;0;2455409.48;2455409.48;180987.52;194907.16;375894.68;51.9;0.1531;0.1531;0.0;0.0;0.0;0;3.993;FSA Complementação;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIEL MATA ROQUE;DANIEL MATA ROQUE;31;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO SPADA BERNARDO;RODRIGO SPADA BERNARDO;31;2018.0;2018.0;1;1;1155520.8;7420365.96;759276.84;584721.48;1343998.32;43.5;1.1631;0.1811;0.0;0.0;0.0;0;4.3;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DENISE NUNES SARACENI;DENISE NUNES SARACENI;31;2019.0;2019.0;1;1;4928287.5;13104665.99;120671.6;186853.8;307525.4;60.8;0.0624;0.0235;0.4;2.0;2.0;0;3.936;FSA Pontuação Bilheteria e Roteiro — Distribuidora;;;8.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERGIO ROIZENBLIT;SERGIO ROIZENBLIT;31;2014.0;2023.0;4;8;9281373.08;20131671.63;10337.6;1814279.8;1824617.4;99.4;0.1966;0.0906;0.0;0.0;0.0;0;3.759;Renúncia — Outros Mecanismos;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JULIO EDUARDO BRESSANE DE AZEVEDO;JULIO EDUARDO BRESSANE DE AZEVEDO;31;2016.0;2023.0;1;1;144440.1;752454.1;108067.68;235982.66;344050.34;68.6;2.382;0.4572;0.0;0.0;0.0;0;3.4;sem_categoria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCELO FERRETTI SANTIAGO;MARCELO FERRETTI SANTIAGO;31;2014.0;2020.0;4;6;10644708.93;23193845.27;61488.84;1626128.36;1687617.2;96.4;0.1585;0.0728;0.0;0.0;0.0;0;3.778;_tv_excluir;;;12.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PATRICIA MESQUITA RUBANO;PATRICIA MESQUITA RUBANO;31;2017.0;2017.0;1;1;144440.1;150553.33;12027.4;86664.06;98691.46;87.8;0.6833;0.6555;0.0;0.0;0.0;0;3.8;_tv_excluir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAULO HENRIQUE SILVEIRA FONTENELLE BIZERRIL;PAULO HENRIQUE SILVEIRA FONTENELLE BIZERRIL;31;2022.0;2023.0;1;1;1740348.0;1904857.65;1013.88;369982.68;370996.56;99.7;0.2132;0.1948;0.0;0.0;0.0;0;3.2;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICARDO DA COSTA PEREIRA WERNECK;RICARDO DA COSTA PEREIRA WERNECK;31;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUCIANA MEIRELES MIRAGAYA;LUCIANA MEIRELES MIRAGAYA;31;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DENNIS DE CARVALHO;DENNIS DE CARVALHO;31;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNO FELIPE CABRAL DE MENDONCA;BRUNO FELIPE CABRAL DE MENDONCA;31;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERGIO SILVA GOMES;SERGIO SILVA GOMES;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO DE ARAUJO PONICHI;RODRIGO DE ARAUJO PONICHI;30;2015.0;2022.0;1;4;1026502.4;8799462.29;0.0;345108.54;345108.54;100.0;0.3362;0.0392;0.0;0.0;0.0;0;3.948;Renúncia — Art.3/3-A/39;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONICA SALOMAO DE ALMEIDA;MONICA SALOMAO DE ALMEIDA;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FREDERICO DE OURO PRETO;FREDERICO DE OURO PRETO;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRUNA FERRARI CREVELLARO;BRUNA FERRARI CREVELLARO;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VLADIMIR DA SILVA AGUIAR JUNIOR;VLADIMIR DA SILVA AGUIAR JUNIOR;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDUARDO SAMIR GALENO SOUTO;EDUARDO SAMIR GALENO SOUTO;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RODRIGO ELIAS DA SILVA GOMES;RODRIGO ELIAS DA SILVA GOMES;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EDUARDO PIRES CHRISTOFOLI;EDUARDO PIRES CHRISTOFOLI;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALFREDO DE OLIVEIRA STADTHERR;ALFREDO DE OLIVEIRA STADTHERR;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RICARDO SPENCER SOUZA;RICARDO SPENCER SOUZA;30;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO ROBERTO BEATRIZ;THIAGO ROBERTO BEATRIZ;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROBERTO CURTISS BERLINER;ROBERTO CURTISS BERLINER;29;2014.0;2021.0;3;6;3447325.77;15924373.15;6607078.24;1801922.36;8409000.6;21.4;2.4393;0.5281;0.41;14.5;2.07;0;3.979;Renúncia — Art.3/3-A/39;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAFAEL DRAGAUD HENRIQUES;RAFAEL DRAGAUD HENRIQUES;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERNANDO ABILIO DE FARO SANTOS;FERNANDO ABILIO DE FARO SANTOS;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAPHAEL CAVALCANTE CORREA NETTO;RAPHAEL CAVALCANTE CORREA NETTO;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANDRE FERNANDES RAMOS;ANDRE FERNANDES RAMOS;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RANDALA VIEIRA LOPES;RANDALA VIEIRA LOPES;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ CESAR RANGEL RODRIGUES;LUIZ CESAR RANGEL RODRIGUES;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DANIELA LOMBARDI CUCCHIARELLI;DANIELA LOMBARDI CUCCHIARELLI;29;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCOS FELIPE THOMAZ PEREIRA;MARCOS FELIPE THOMAZ PEREIRA;28;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRISTIANO BURLAN DA SILVA;CRISTIANO BURLAN DA SILVA;28;2018.0;2021.0;2;2;2711834.73;3999666.93;49759.64;236677.2;286436.84;82.6;0.1056;0.0716;0.0;0.0;0.0;0;4.124;FSA Pontuação Festivais e Roteiro;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TADEU DA FONSECA JUNGES;TADEU DA FONSECA JUNGES;28;2017.0;2017.0;0;2;0.0;6930095.44;0.0;173328.12;173328.12;100.0;;0.025;0.0;0.0;0.0;0;4.189;Renúncia — Art.3/3-A/39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ VICTOR DE SOUZA NEVES;LUIZ VICTOR DE SOUZA NEVES;28;;;0;0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUIZ ROSEMBERG FILHO;LUIZ ROSEMBERG FILHO;28;2021.0;2021.0;1;1;2369709.62;4037300.42;3976.0;324864.96;328840.96;98.8;0.1388;0.0815;0.0;0.0;0.0;0;;FSA Pontuação Festivais e Roteiro;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
