CPB;titulo;ano;chamada;categoria;investimento_fsa_nominal;investimento_renuncia_art3_nominal;investimento_renuncia_outros_nominal;investimento_fsa_deflac;investimento_renuncia_total_deflac;investimento_total_deflac;bilheteria_nominal;bilheteria_deflac;outras_janelas_nominal;outras_janelas_deflac;receita_total_deflac;roi_dom_fsa_deflac;roi_dom_total_deflac;roi_internacional_0_100;pontuacao_festivais;adm_eu_lumiere;vod_n_plataformas;vod_n_paises;total_paises_alcancados;paises_festivais;paises_lumiere;paises_vod_europa;paises_lista;critica_indice_1_5;critica_fontes;critica_n_fontes;critica_confianca;cita_n_papers;cita_soma_cit;cita_max_cit;cita_venues;prestigio_festiv;wikidata_id_dir;CNPJ_produtora;genero_diretor;diversidade_regional;protagonista_diverso;UF_requerente;tem_diretor_prestigio;imdb_genres;imdb_runtime;prestigio_festivais;n_diretores;investimento_total_nominal;roi_dom_fsa_nominal;roi_dom_total_nominal
B2300399000000;FLORADAS - NA TRILHA DA AGROECOLOGIA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;564397.54;0.0;0.0;753284.46;0.0;753284.46;0.0;0.0;80000;83864.0;0.0;0.1113;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;09.583.743/0001-06;;;;;;;;;;564397.54;0.1417;0.1417
B2300071400000;GERAIS DA PEDRA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;109982.37;0.0;0.0;127605.07;0.0;127605.07;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;20.238.227/0001-87;;;;;;;;;;109982.37;0.0;0.0
B2400417900000;LÁ EM CASA SESSIONS 3ª TEMPORADA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;237120.0;0.0;0.0;260056.85;0.0;260056.85;0.0;0.0;60000;62898.0;0.0;0.2419;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;21.082.017/0001-05;;;;;;;;;;237120.0;0.253;0.253
B2300207700000;MARÉ VAZANTE;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;208000.0;900000.0;1600000.0;277611.36;2620750.0;2898361.36;0.0;0.0;80000;83864.0;0.0;0.3021;0.0;0.0;0.0;0;0;0;0;;;;;2.8;adoro_usuario;1;baixa;;;;;;;12.345.593/0001-07;;;;;;;;;;2708000.0;0.3846;0.0295
B2300535100000;MINHA ÁFRICA IMAGINÁRIA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;109840.0;0.0;0.0;127439.88;0.0;127439.88;0.0;0.0;80000;83864.0;0.0;0.6581;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;13.117.161/0001-01;;;;;;;;;;109840.0;0.7283;0.7283
B2300516300000;NO BATUQUE DO TAMBOR;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;709348.8;0.0;0.0;946746.56;0.0;946746.56;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;04.113.319/0001-84;;;;;;;;;;709348.8;0.0;0.0
B2300344000000;NOITE E DIA - LIMA BARRETO: OBRA E VIDA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;410000.0;0.0;0.0;475695.12;0.0;475695.12;0.0;0.0;60000;62898.0;0.0;0.1322;0.0;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;06.236.625/0001-33;;;;;;;;;;410000.0;0.1463;0.1463
B2300474000000;O GRÁFICO AMADOR;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;380000.0;0.0;0.0;507174.6;0.0;507174.6;0.0;0.0;60000;62898.0;0.0;0.124;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;02.857.394/0001-24;;;;;;;;;;380000.0;0.1579;0.1579
B2300120500000;O SOM DA COR;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;349247.25;0.0;0.0;405207.84;0.0;405207.84;0.0;0.0;60000;62898.0;0.0;0.1552;0.0;0.0;0.0;0;0;0;0;;;;;4.287;adoro_critico|adoro_usuario;2;media;;;;;;;05.808.346/0001-34;;;;;;;;;;349247.25;0.1718;0.1718
B2300551200000;OUTRO PANTHEON;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;800000.0;0.0;0.0;1067736.0;0.0;1067736.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;26.066.060/0001-09;;;;;;;;;;800000.0;0.0;0.0
B2300381800000;PANELA AMAZÔNIA 1ª TEMPORADA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;435143.47;0.0;2000000.0;504867.38;2096600.0;2601467.38;0.0;0.0;60000;62898.0;0.0;0.1246;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;26.242.766/0001-76;;;;;;;;;;2435143.4699999997;0.1379;0.0246
B2300432800000;PIAUÍ, JORNADA PELO TESOURO DAS AMÉRICAS;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;600000.0;0.0;0.0;696139.2;0.0;696139.2;0.0;0.0;60000;62898.0;0.0;0.0904;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;08.578.658/0001-97;;;;;;;;;;600000.0;0.1;0.1
B2300218800000;RAW BAHIA;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;374500.0;0.0;0.0;499833.92;0.0;499833.92;0.0;0.0;80000;83864.0;0.0;0.1678;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;21.160.910/0001-01;;;;;;;;;;374500.0;0.2136;0.2136
B2300091700000;SALVE-ME QUEM PUDER!;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;159995.0;0.0;0.0;185631.32;0.0;185631.32;0.0;0.0;80000;83864.0;0.0;0.4518;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.325.623/0001-09;;;;;;;;;;159995.0;0.5;0.5
B2300495600000;SECULARES, O MUNDO HÁ MAIS DE CEM;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;1013875.0;0.0;0.0;1353188.55;0.0;1353188.55;0.0;0.0;80000;83864.0;0.0;0.062;0.0;0.0;0.0;0;0;0;0;;;;;3.767;adoro_critico;1;media;;;;;;;10.281.460/0001-99;;;;;;;;;;1013875.0;0.0789;0.0789
B2300111200000;SEGREDOS DO CORAÇÃO DA AMÉRICA DO SUL;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;600000.0;0.0;200000.0;696139.2;209660.0;905799.2;0.0;0.0;60000;62898.0;0.0;0.0904;0.0;0.0;0.0;0;0;0;0;;;;;3.708;adoro_critico|adoro_usuario;2;media;1.0;1.0;1.0;Journal of Applied and Natural Science;;;07.168.260/0001-10;;;;;;;;;;800000.0;0.1;0.075
B2300484500000;SIBILA NO TIJUCO;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;108600.0;0.0;0.0;126001.2;0.0;126001.2;0.0;0.0;80000;83864.0;0.0;0.6656;0.0;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;0.0;;;;;;12.999.768/0001-08;;;;;;;;;;108600.0;0.7366;0.7366
B2300099400000;TODOS OS SONHOS;2023;PRODAV 02 - PROJETO DERIVADO;_tv_excluir;389303.2;0.0;0.0;519591.3;0.0;519591.3;0.0;0.0;80000;83864.0;0.0;0.1614;0.0;0.0;0.0;0;0;0;0;;;;;3.32;adoro_critico;1;alta;;;;;;;19.223.689/0001-41;;;;;;;;;;389303.2;0.2055;0.2055
B2300180300000;CAPITU E O CAPITULO;2023;PRODAV 05;_tv_excluir;100000.0;580000.0;0.0;144440.1;608014.0;752454.1;92073.54;93336.6;140000;146762.0;93336.6;1.6623;0.124;0.0;0.0;0;0;0;0;;;;;3.4;adoro_usuario;1;baixa;;;;;;;02.342.813/0001-95;;;;;;;;;;680000.0;2.3207;0.3413
B1700468400000;COMO É  CRUEL VIVER ASSIM;2016;PRODAV 06;_tv_excluir;3115000.0;2790945.99;0.0;4499309.12;4150167.39;8649476.51;77922.24;102998.28;60000;89220.66;102998.28;0.0427;0.0119;0.0;0.0;0;0;0;0;;;;;4.084;adoro_critico|adoro_usuario;2;alta;;;;;;;42.473.256/0001-66;;;;;;;;;;5905945.99;0.0443;0.0234
B1700466900000;ENTRE IRMÃS;2016;PRODAV 06;_tv_excluir;3500000.0;3000000.0;150000.0;4872679.0;4684084.65;9556763.65;895485.0;1186816.12;360000;535323.96;1186816.12;0.3534;0.1242;1.2;6.0;0;0;0;0;;;;;3.3;adoro_usuario;1;baixa;0.0;;;;;;09.180.984/0001-04;;;;;;;;;;6650000.0;0.3587;0.1888
B1900056400000;GEEK TOUR ADVENTURES;2016;PRODAV 06;_tv_excluir;232650.0;0.0;0.0;336039.89;0.0;336039.89;0.0;0.0;60000;89220.66;0.0;0.2655;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;03.958.889/0001-02;;;;;;;;;;232650.0;0.2579;0.2579
B1700454300000;GOSTO SE DISCUTE;2016;PRODAV 06;_tv_excluir;2647174.77;0.0;34452.82;3936378.0;51231.72;3987609.72;2598900.0;3444408.8;145000;215616.6;3444408.8;0.9298;0.8638;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;05.626.923/0001-77;;;;;;;;;;2681627.59;1.0365;1.0232
B1700532600000;MESTRE CABELO;2016;PRODAV 06;_tv_excluir;638911.9;0.0;0.0;950069.02;0.0;950069.02;0.0;0.0;140000;208181.54;0.0;0.2191;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;08.035.343/0001-01;;;;;;;;;;638911.9;0.2191;0.2191
B1600690400000;O AMOR NO DIVÃ;2016;PRODAV 06;_tv_excluir;269506.04;0.0;4250000.0;400758.45;6319796.75;6720555.2;67421.1;94927.0;60000;89220.66;94927.0;0.4595;0.0141;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;0.0;;;;;;09.028.371/0001-56;;;;;;;;;;4519506.04;0.4728;0.0282
B1600785000000;PRAZER EM RECEBER;2016;PRODAV 06;_tv_excluir;650000.46;0.0;0.0;966557.83;0.0;966557.83;0.0;0.0;60000;89220.66;0.0;0.0923;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.098.427/0001-25;;;;;;;;;;650000.46;0.0923;0.0923
B1800150400000;SAUDADE;2016;PRODAV 06;_tv_excluir;800800.0;1700000.0;3338324.0;1156676.32;7492043.21;8648719.53;34381.44;45445.68;60000;89220.66;45445.68;0.1164;0.0053;0.0;0.0;0;0;0;0;;;;;3.934;adoro_critico|adoro_usuario;2;alta;;;;;;;08.991.631/0001-21;;;;;;;;;;5839124.0;0.1179;0.0162
B1700539700000;ASAS PARA LAUREN;2017;PRODAV 06;_tv_excluir;225000.06;0.0;0.0;334577.56;0.0;334577.56;0.0;0.0;280000;404432.28;0.0;1.2088;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.098.427/0001-25;;;;;;;;;;225000.06;1.2444;1.2444
B1900019000000;EU SOU MAIS EU;2017;PRODAV 06;_tv_excluir;2000000.0;3000000.0;600167.0;2669340.0;5200084.81;7869424.81;2047553.1;2574658.8;65000;93886.07;2574658.8;0.9997;0.3272;0.0;0.0;0;0;0;0;;;;;4.123;adoro_critico|adoro_usuario;2;media;;;;;;;05.626.923/0001-77;;;;;;;;;;5600167.0;1.0563;0.3772
B1700552000000;FALA SÉRIO, MÃE!;2017;PRODAV 06;_tv_excluir;2750050.29;2999999.99;150000.0;4089355.03;4549863.14;8639218.17;44441535.86;58771343.4;145000;209438.15;58771343.4;14.423;6.8029;0.0;0.0;0;0;0;0;;;;;3.5;adoro_usuario;1;baixa;;;;;;;03.987.306/0001-71;;;;;;;;;;5900050.28;16.213;7.557
B1700275200000;FÉ NA BATIDA;2017;PRODAV 06;_tv_excluir;237420.0;0.0;558412.0;353046.15;806570.85;1159617.0;0.0;0.0;200000;288880.2;0.0;0.8183;0.0;0.0;0.0;0;0;0;0;;;;;3.56;adoro_critico|adoro_usuario;2;media;;;;;;;04.661.796/0001-84;;;;;;;;;;795832.0;0.8424;0.2513
B1800496100000;GRAVADOR DE HISTÓRIAS;2017;PRODAV 06;_tv_excluir;650000.0;0.0;0.0;966557.15;0.0;966557.15;0.0;0.0;120000;173328.12;0.0;0.1793;0.0;0.0;0.0;0;0;0;0;;;;;4.37;adoro_critico|adoro_usuario;2;media;0.0;;;;;;15.128.758/0001-87;;;;;;;;;;650000.0;0.1846;0.1846
B1800152000000;GUARNIERI;2017;PRODAV 06;_tv_excluir;149985.0;0.0;0.0;216638.48;0.0;216638.48;2992.96;3956.12;140000;202216.14;3956.12;0.9517;0.0183;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;04.650.621/0001-71;;;;;;;;;;149985.0;0.9534;0.9534
B1800594800000;JAZZ -MÚSICA INSTRUMENTAL BRASILEIRA;2017;PRODAV 06;_tv_excluir;272000.0;0.0;0.0;392877.07;0.0;392877.07;0.0;0.0;60000;86664.06;0.0;0.2206;0.0;0.0;0.0;0;0;0;0;;;;;4.05;adoro_critico|adoro_usuario;2;alta;;;;;;;09.559.284/0001-25;;;;;;;;;;272000.0;0.2206;0.2206
B1700605800000;LOS TERRITORIOS;2017;PRODAV 06;_tv_excluir;320000.0;0.0;0.0;462208.32;0.0;462208.32;13215.9;17454.64;0;0.0;17454.64;0.0378;0.0378;4.2;21.0;0;0;0;0;;;;;0.0;;0;;;;;;;;13.193.095/0001-59;;;;;;;;;;320000.0;0.0413;0.0413
B1700110600000;MEU CORPO, MINHA VIDA;2017;PRODAV 06;_tv_excluir;852043.5;0.0;0.0;1230692.48;0.0;1230692.48;0.0;0.0;60000;86664.06;0.0;0.0704;0.0;0.0;0.0;0;0;0;0;;;;;3.2;adoro_usuario;1;baixa;;;;;;;02.376.263/0001-25;;;;;;;;;;852043.5;0.0704;0.0704
B1800458200000;MPB 73- O ANO DA REINVENÇÃO -      EX:1973;2017;PRODAV 06;_tv_excluir;785050.0;0.0;0.0;1133927.01;0.0;1133927.01;0.0;0.0;280000;404432.28;0.0;0.3567;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;01.645.618/0001-71;;;;;;;;;;785050.0;0.3567;0.3567
B1700373800000;MÚSICA PELOS POROS;2017;PRODAV 06;_tv_excluir;325160.0;0.0;0.0;469661.43;0.0;469661.43;0.0;0.0;60000;86664.06;0.0;0.1845;0.0;0.0;0.0;0;0;0;0;;;;;4.05;adoro_critico|adoro_usuario;2;alta;;;;;;;71.743.496/0001-31;;;;;;;;;;325160.0;0.1845;0.1845
B1700611000000;OS FAROFEIROS;2017;PRODAV 06;_tv_excluir;2446579.73;2908000.0;645882.22;3533842.21;5133231.03;8667073.24;39417952.3;52102895.6;145000;209438.15;52102895.6;14.8032;6.0116;0.0;0.0;0;0;0;0;;;;;3.4;adoro_usuario;1;baixa;;;;;;;03.987.306/0001-71;;;;;;;;;;6000461.95;16.1707;6.5933
B1700332400000;QUERIDA MAMÃE;2017;PRODAV 06;_tv_excluir;2624224.17;0.0;0.0;3790432.02;0.0;3790432.02;24755.84;32722.48;140000;202216.14;32722.48;0.062;0.0086;1.4;7.0;0;0;0;0;;;;;0.0;;0;;;;;;;;67.942.250/0001-11;;;;;;;;;;2624224.17;0.0628;0.0628
B1700477000000;TUDO É PROJETO;2017;PRODAV 06;_tv_excluir;100000.0;0.0;4232.36;144440.1;6113.23;150553.33000000002;9080.0;12027.4;60000;86664.06;12027.4;0.6833;0.0799;0.0;0.0;0;0;0;0;;;;;3.8;adoro_usuario;1;baixa;;;;;;;09.019.897/0001-70;;;;;;;;;;104232.36;0.6908;0.6628
B1800425700000;A NUVEM;2018;PRODAV 06;_tv_excluir;168630.0;0.0;0.0;250754.66;0.0;250754.66;0.0;0.0;60000;83531.64;0.0;0.3331;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;09.260.004/0001-83;;;;;;;;;;168630.0;0.3558;0.3558
B1900071900000;ANJOS DE IPANEMA;2018;PRODAV 06;_tv_excluir;216680.0;0.0;0.0;322205.54;0.0;322205.54;0.0;0.0;60000;83531.64;0.0;0.2592;0.0;0.0;0.0;0;0;0;0;;;;;3.8;adoro_usuario;1;baixa;;;;;;;01.456.361/0001-00;;;;;;;;;;216680.0;0.2769;0.2769
B1800379900000;ARQUIBANCADAS;2018;PRODAV 06;_tv_excluir;602740.0;0.0;0.0;896281.01;0.0;896281.01;0.0;0.0;60000;83531.64;0.0;0.0932;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;01.374.871/0001-38;;;;;;;;;;602740.0;0.0995;0.0995
B1800228200000;AUTO DE RESISTÊNCIA;2018;PRODAV 06;_tv_excluir;299955.5;0.0;0.0;433256.02;0.0;433256.02;44217.6;58447.2;60000;83531.64;58447.2;0.3277;0.1349;0.0;0.0;0;0;0;0;;;;;4.05;adoro_critico|adoro_usuario;2;alta;;;;;;;02.725.763/0001-25;;;;;;;;;;299955.5;0.3474;0.3474
B1800494400000;AYAHUASCA, EXPANSÃO DA CONSCIÊNCIA;2018;PRODAV 06;_tv_excluir;623456.98;0.0;0.0;900521.89;0.0;900521.89;0.0;0.0;60000;83531.64;0.0;0.0928;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;08.035.343/0001-01;;;;;;;;;;623456.98;0.0962;0.0962
B1800441300000;CINE HOLLIÚDY 2 - A CHIBATA SIDERAL;2018;PRODAV 06;_tv_excluir;2875025.15;0.0;436000.0;4002592.76;606996.58;4609589.34;2697059.52;3391368.96;140000;194907.16;3391368.96;0.896;0.7357;0.0;0.0;0;0;0;0;;;;;4.0;adoro_usuario;1;baixa;;;;;;;02.008.424/0001-28;;;;;;;;;;3311025.15;0.9868;0.8569
B1800608100000;CLAUDE - ALÉM DA COZINHA;2018;PRODAV 06;_tv_excluir;665775.0;0.0;0.0;926887.96;0.0;926887.96;0.0;0.0;60000;83531.64;0.0;0.0901;0.0;0.0;0.0;0;0;0;0;;;;;3.97;adoro_critico|adoro_usuario;2;media;;;;;;;07.627.467/0001-05;;;;;;;;;;665775.0;0.0901;0.0901
B1800542400000;COM A PALAVRA, ARNALDO ANTUNES;2018;PRODAV 06;_tv_excluir;650000.0;0.0;0.0;938860.65;0.0;938860.65;0.0;0.0;140000;194907.16;0.0;0.2076;0.0;0.0;0.0;0;0;0;0;;;;;3.433;adoro_critico;1;alta;;;;;;;71.743.496/0001-31;;;;;;;;;;650000.0;0.2154;0.2154
B2000230800000;CONFISSÕES DE MULHERES DE 50;2018;PRODAV 06;_tv_excluir;850000.0;0.0;0.0;1183364.9;0.0;1183364.9;0.0;0.0;60000;83531.64;0.0;0.0706;0.0;0.0;0.0;0;0;0;0;;;;;4.058;adoro_critico|adoro_usuario;2;alta;0.0;;;;;;04.474.294/0001-44;;;;;;;;;;850000.0;0.0706;0.0706
B1800421800000;ELEGIA DE UM CRIME;2018;PRODAV 06;_tv_excluir;450000.0;0.0;300000.0;649980.45;417658.2;1067638.65;13850.86;17414.88;120000;167063.28;17414.88;0.2838;0.0163;0.0;0.0;0;0;0;0;;;;;4.133;adoro_critico|adoro_usuario;2;media;1.0;0.0;0.0;Revista Entrecaminos;;;13.359.654/0001-58;;;;;;;;;;750000.0;0.2974;0.1785
B1900035000000;ESQUERDA EM TRANSE;2018;PRODAV 06;_tv_excluir;399168.91;0.0;0.0;593568.56;0.0;593568.56;0.0;0.0;140000;194907.16;0.0;0.3284;0.0;0.0;0.0;0;0;0;0;;;;;2.093;adoro_critico|adoro_usuario;2;alta;;;;;;;12.106.692/0001-36;;;;;;;;;;399168.91;0.3507;0.3507
B1800462300000;EXCELENTÍSSIMOS;2018;PRODAV 06;_tv_excluir;350000.0;0.0;0.0;520453.85;0.0;520453.85;33439.37;43934.8;60000;83531.64;43934.8;0.2449;0.0844;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;14.798.449/0001-51;;;;;;;;;;350000.0;0.267;0.267
B1900043300000;HACKERS - 2ª TEMPORADA;2018;PRODAV 06;_tv_excluir;240000.0;0.0;0.0;346656.24;0.0;346656.24;0.0;0.0;60000;83531.64;0.0;0.241;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;08.346.159/0001-74;;;;;;;;;;240000.0;0.25;0.25
B1800505900000;MARCIA HAYDÉE;2018;PRODAV 06;_tv_excluir;100000.0;300000.0;388250.0;144440.1;958177.52;1102617.62;22450.2;28229.6;280000;389814.32;28229.6;2.8942;0.0256;0.0;0.0;0;0;0;0;;;;;0.0;;0;;2.0;0.0;0.0;Intexto | Revista FAMECOS;;;07.060.648/0001-00;;;;;;;;;;788250.0;3.0245;0.3837
B1800029400000;O AMOR DÁ TRABALHO;2018;PRODAV 06;_tv_excluir;3000000.0;2999999.99;500000.0;4333203.0;4872678.99;9205881.99;927907.96;1166777.08;140000;194907.16;1166777.08;0.3142;0.1267;0.0;0.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;0.0;;;;;;20.290.522/0001-82;;;;;;;;;;6499999.99;0.356;0.1643
B1800397100000;O DOUTRINADOR - O FILME;2018;PRODAV 06;_tv_excluir;5584000.0;355567.49;1100000.0;7452797.28;2026432.33;9479229.61;4269314.56;5643216.32;65000;90492.61;5643216.32;0.7693;0.5953;0.8;4.0;0;0;0;0;;;;;3.6;adoro_usuario;1;baixa;;;;;;;12.580.503/0001-62;;;;;;;;;;7039567.49;0.7762;0.6157
B1800324100000;O PACIENTE, O CASO TANCREDO NEVES;2018;PRODAV 06;_tv_excluir;2394373.07;300000.0;0.0;3458434.86;417658.2;3876093.06;613526.72;810964.84;140000;194907.16;810964.84;0.2908;0.2092;0.0;0.0;0;0;0;0;;;;;3.8;adoro_usuario;1;baixa;;;;;;;42.473.256/0001-66;;;;;;;;;;2694373.07;0.3147;0.2797
B1800546900000;OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO;2018;PRODAV 06;_tv_excluir;2000000.0;2800000.0;0.0;2784388.0;3898143.2;6682531.2;2790884.77;3688932.8;0;0.0;3688932.8;1.3249;0.552;0.0;0.0;0;0;0;0;;;;;3.5;adoro_usuario;1;baixa;1.0;0.0;0.0;;;;07.276.440/0001-15;;;;;;;;;;4800000.0;1.3954;0.5814
B1900098600000;OS UNDER-UNDERGROUNDS, O COMEÇO;2018;PRODAV 06;_tv_excluir;100000.0;0.0;0.0;139219.4;0.0;139219.4;1549.46;1828.96;0;0.0;1828.96;0.0131;0.0131;0.0;0.0;0;0;0;0;;;;;3.628;adoro_critico|adoro_usuario;2;media;;;;;;;09.028.371/0001-56;;;;;;;;;;100000.0;0.0155;0.0155
B1800561800000;PAULO CASÉ;2018;PRODAV 06;_tv_excluir;847000.0;0.0;0.0;1223407.65;0.0;1223407.65;3113.3;3240.44;0;0.0;3240.44;0.0026;0.0026;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;09.558.964/0001-24;;;;;;;;;;847000.0;0.0037;0.0037
B1800586900000;SEGUNDO TAKE;2018;PRODAV 06;_tv_excluir;865593.0;0.0;0.0;1250263.39;0.0;1250263.39;0.0;0.0;200000;278438.8;0.0;0.2227;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;04.661.796/0001-84;;;;;;;;;;865593.0;0.2311;0.2311
B1800223000000;SEMENTES DA EDUCAÇÃO;2018;PRODAV 06;_tv_excluir;478214.34;0.0;0.0;711109.98;0.0;711109.98;0.0;0.0;200000;278438.8;0.0;0.3916;0.0;0.0;0.0;0;0;0;0;;;;;3.732;adoro_critico|adoro_usuario;2;alta;;;;;;;05.397.945/0001-02;;;;;;;;;;478214.34;0.4182;0.4182
B1800098700000;SIMONAL;2018;PRODAV 06;_tv_excluir;3650000.0;3000000.0;807522.0;5081508.1;5300809.28;10382317.379999999;1037594.49;1304704.52;140000;194907.16;1304704.52;0.2951;0.1257;3.1;15.5;0;0;0;0;;;;;0.0;;0;;;;;;;;07.832.283/0001-87;;;;;;;;;;7457522.0;0.3226;0.1579
B1800506100000;SONHOS DE ABU - SEGUNDA TEMPORADA;2018;PRODAV 06;_tv_excluir;1634615.0;0.0;0.0;2275701.2;0.0;2275701.2;0.0;0.0;280000;389814.32;0.0;0.1713;0.0;0.0;0.0;0;0;0;0;;;;;3.32;adoro_critico;1;alta;0.0;;;;;;05.515.177/0001-44;;;;;;;;;;1634615.0;0.1713;0.1713
B1800029300000;TODOS OS PAULOS DO MUNDO;2018;PRODAV 06;_tv_excluir;650000.0;61586.2;0.0;938860.65;85739.94;1024600.5900000001;42803.84;56578.48;280000;389814.32;56578.48;0.4755;0.0552;2.7;13.5;0;0;0;0;;;;;3.927;adoro_critico|adoro_usuario;2;media;;;;;;;02.140.120/0001-10;;;;;;;;;;711586.2;0.4966;0.4536
B1900593500000;101 CANÇÕES;2019;PRODAV 06;_tv_excluir;1202000.0;0.0;0.0;1604273.34;0.0;1604273.34;0.0;0.0;60000;80080.2;0.0;0.0499;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;06.015.397/0001-71;;;;;;;;;;1202000.0;0.0499;0.0499
B1900320300000;A MULHER DA LUZ PRÓPRIA;2019;PRODAV 06;_tv_excluir;219500.33;744720.35;0.0;326399.41;993955.91;1320355.32;227.24;258.44;120000;160160.4;258.44;0.4915;0.0002;3.8;19.0;0;0;0;0;;;;;4.3;adoro_usuario;1;baixa;;;;;;;04.760.800/0001-61;;;;;;;;;;964220.6799999999;0.5477;0.1247
B1900597000000;A QUEM INTERESSA A IGNORÂNCIA?;2019;PRODAV 06;_tv_excluir;1250000.0;0.0;0.0;1805501.25;0.0;1805501.25;786.6;894.6;0;0.0;894.6;0.0005;0.0005;0.0;0.0;0;0;0;0;;;;;0.0;;0;;3.0;0.0;0.0;Paralelo 31 | LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas) | Latitude;;;00.538.914/0001-00;;;;;;;;;;1250000.0;0.0006;0.0006
B1900366600000;A VIDA INVISÍVEL;2019;PRODAV 06;_tv_excluir;2529714.44;1150000.0;0.0;3376333.97;1534870.5;4911204.470000001;2159280.0;2712009.72;360000;480481.2;2712009.72;0.9455;0.5522;21.9;59.5;0;45;11;0;;;;;0.0;;0;;;;;;Oscar;Q749493;05.387.293/0001-25;;;;;;;;;;3679714.44;0.9959;0.6846
B1900198800000;ACONTECEU NA QUARTA-FEIRA (DOPPELGANGER);2019;PRODAV 06;_tv_excluir;200000.0;0.0;0.0;266934.0;0.0;266934.0;3335.91;4194.68;60000;80080.2;4194.68;0.3157;0.0157;0.0;0.0;0;0;0;0;;;;;0.0;;0;;0.0;;;;;;04.474.294/0001-44;;;;;;;;;;200000.0;0.3167;0.3167
B1900309300000;ANGEL VIANNA VOANDO COM OS PÉS NO CHÃO;2019;PRODAV 06;_tv_excluir;100000.0;0.0;0.0;139219.4;0.0;139219.4;0.0;0.0;60000;80080.2;0.0;0.5752;0.0;0.0;0.0;0;0;0;0;;;;;0.0;;0;;;;;;;;32.022.899/0001-30;;;;;;;;;;100000.0;0.6;0.6
