cnpj_produtora;n_obras;n_estreadas;taxa_estreia;inv_fsa;inv_renuncia;inv_total;receita_ref;bilheteria_obs;retorno_dom_carteira;retorno_intl_medio;melhor_intl;n_sinal_intl;publico;ano_primeira;ano_ultima;so_fsa;so_renuncia;uf_obras;razao_social;uf;cluster;p1;pre2006
00020648000120;2;2;1.0;1011080.7;3635409.25;4646489.95;979503.92;698404.28;0.21080513044045215;5.6;10.0;2;35131.0;2015;2018;False;False;SP;PRODIGO FILMS LTDA;SP;Pequeno Porte;2002;True
04909742000195;1;1;1.0;1731673.64;2904806.54;4636480.18;693517.02;439884.76;0.14957834242267806;0.0;0.0;0;22127.0;2014;2014;False;False;RS;CAMILA GONZATTO & FREDERICO PINTO LTDA - ME;RS;Pequeno Porte;2002;True
06998046000128;1;1;1.0;0.0;4615188.48;4615188.48;9058383.88;8829205.0;1.9627332489788152;0.0;0.0;0;0.0;2015;2015;False;True;RJ;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Retorno Doméstico;2003;True
04614433000198;4;4;1.0;4529181.97;0.0;4529181.97;217245.92;77730.8;0.0479658184279136;0.2;0.8;1;3097.0;2018;2023;True;False;CE;ILUMINURA CINEMA E MULTIMIDIA EIRELI ­ ME;CE;Pequeno Porte;2002;True
02947857000149;1;1;1.0;0.0;4495979.75;4495979.75;2130875.68;1915259.08;0.4739513517604256;0.0;0.0;0;96341.0;2016;2016;False;True;SP;RADAR CINEMA E TELEVISÃO LTDA;SP;Pequeno Porte;1998;True
06323379000157;2;2;1.0;3124134.14;1354524.83;4478658.970000001;1026298.98;342850.48;0.22915318779004953;0.7;1.4;1;6966.0;2014;2021;False;False;SP;BIG BONSAI BRASILIS PRODUÇÕES ARTÍSTICAS CULTURAIS E CINEMATOGRÁFICAS LTDA;SP;Pequeno Porte;2005;True
06992833000162;4;4;1.0;2408700.67;2036350.21;4445050.88;1659870.02;184546.04;0.37341980211484105;1.3;5.2;1;8812.0;2016;2019;False;False;RJ;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;RJ;Pequeno Porte;2005;True
19716946000187;1;1;1.0;1875581.16;2509179.6;4384760.76;2822.96;2822.96;0.000643811636373064;0.0;0.0;0;142.0;2019;2019;False;False;MT;MOLÊRA PRODUÇÃO DE FILMES LTDA;;Pequeno Porte;2014;False
19457687000117;3;3;1.0;4091630.75;266934.0;4358564.75;108608.0;28527.800000000003;0.02491829449132309;1.9000000000000001;5.7;1;359.0;2019;2023;False;False;RJ;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;;Pequeno Porte;2013;False
03435290000194;1;1;1.0;0.0;4338757.37;4338757.37;1140057.49;728403.2;0.26276129148931876;2.0;2.0;1;36640.0;2017;2017;False;True;SP;FILMES MAIS LTDA;SP;Pequeno Porte;1998;True
10387192000194;1;1;1.0;1399350.4;2882152.33;4281502.73;353615.64;163950.36;0.08259147834293218;0.0;0.0;0;8247.0;2015;2015;False;False;RS;MÍNIMA - CONCEPÇÃO, EDITORA E PRODUÇÃO VISUAL LTDA;RS;Pequeno Porte;2009;False
19291237000105;2;0;0.0;0.0;4274734.3100000005;4274734.3100000005;0.0;0.0;0.0;;0.0;0;0.0;2020;2021;False;True;SP;TOCHA PRODUCOES ARTISTICAS - EIRELI;SP;Pequeno Porte;2020;False
10505568000118;2;2;1.0;4233098.79;0.0;4233098.79;95984.2;15904.0;0.022674689337925893;0.0;0.0;0;800.0;2019;2020;True;False;CE;CARIRI PRODUÇÕES ARTÍSTICAS LTDA.;CE;Pequeno Porte;1985;True
12380610000147;2;2;1.0;4195651.98;0.0;4195651.98;458117.95999999996;186593.68;0.10918874162675425;0.0;0.0;0;9386.0;2018;2020;True;False;SP;PARAKINO PRODUCOES LTDA.;;Pequeno Porte;2013;False
29055209000134;1;0;0.0;0.0;4193200.0;4193200.0;0.0;0.0;0.0;;0.0;0;0.0;2023;2023;False;True;RJ;BARRA FILMES LTDA;RJ;Pequeno Porte;1971;True
04031248000170;1;1;1.0;0.0;4176582.0;4176582.0;130579.6;19204.08;0.03126470400916347;0.0;0.0;0;0.0;2018;2018;False;True;RJ;PRODUÇÃO DIGITAL REALIZAÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Pequeno Porte;2003;True
23964115000100;1;1;1.0;0.0;4176582.0;4176582.0;105267148.28;105072241.12;25.20413780454927;0.0;0.0;0;0.0;2018;2018;False;True;RJ;A FABRICA ENTRETENIMENTO E PARTICIPACOES S.A;RJ;Retorno Doméstico;2016;False
07860494000123;1;1;1.0;0.0;4176582.0;4176582.0;761120.8400000001;259931.0;0.1822353398065691;1.6;1.6;1;13075.0;2018;2018;False;True;SP;TANGERINA ENTRETENIMENTO LTDA;SP;Pequeno Porte;1996;True
12106102000175;1;1;1.0;3236276.77;928185.6;4164462.37;332797.08;7932.12;0.07991357597499435;0.0;0.0;0;0.0;2021;2021;False;False;SP;PAULA UN MI KIM - PRODUÇÕES - ME;SP;Pequeno Porte;2001;True
60636537000174;3;3;1.0;285399.77;3808358.5599999996;4093758.33;807006.5599999999;312533.48000000004;0.19713097231120624;1.2666666666666666;3.8;1;1715.0;2015;2018;False;False;SP;LAUPER FILMS LTDA ME;SP;Pequeno Porte;1965;True
73947392000174;4;4;1.0;3750264.05;321602.80000000005;4071866.85;881492.2500000001;535308.76;0.21648356453502404;2.725;4.6;3;22937.0;2015;2023;False;False;RJ;TAIGA FILMES E VIDEO EIRELI;RJ;Pequeno Porte;1984;True
74165200000130;1;1;1.0;2369709.62;1667590.8;4037300.42;328840.96;3976.0;0.08145070363626793;0.0;0.0;0;200.0;2021;2021;False;False;RJ;ARTIFÍCIO CINEMATOGRÁFICO E PRODUÇÕES LTDA.;;Pequeno Porte;1999;True
09137251000197;1;0;0.0;2885201.11;1111780.11;3996981.22;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;False;False;DF;CAZA FILMES LTDA;;Pequeno Porte;2005;True
51264273000184;2;2;1.0;2088291.0;1840814.69;3929105.6900000004;782649.2799999999;47990.32;0.19919272774767222;0.0;0.0;0;943.0;2014;2019;False;False;SP;ELIXIR - COMUNICAÇÃO, CULTURA E ENTRETENIMENTO LTDA ME;SP;Pequeno Porte;2014;False
69126670000155;2;2;1.0;2264827.88;1626275.1;3891102.98;483384.77999999997;20456.52;0.1242282156202404;0.0;0.0;0;1008.0;2016;2019;False;False;SP;A.F. CINEMA E VÍDEO LTDA;SP;Pequeno Porte;1989;True
11265176000191;2;1;0.5;0.0;3854278.0;3854278.0;10079.16;10079.16;0.0026150578655717103;0.0;0.0;0;0.0;2021;2023;False;True;SP;PRETA PORTÊ FILMES E PRODUÇÕES CULTURAIS LTDA;SP;Pequeno Porte;2007;False
07533507000150;3;2;0.6666666666666666;0.0;3829933.99;3829933.99;429415.27999999997;39600.96;0.11212080446326438;0.0;0.0;0;0.0;2018;2021;False;True;SP;BE BOSSA NOVA CRIACOES E PRODUCOES S/A;SP;Pequeno Porte;2014;False
02501714000109;2;1;0.5;3816055.0999999996;0.0;3816055.0999999996;46698.12;46698.12;0.012237276133670084;0.0;0.0;0;2349.0;2022;2023;True;False;MG;PERSONA FILMES EIRELI ­ ME;MG;Pequeno Porte;1998;True
00975333000136;2;2;1.0;2201691.7;1550157.09;3751848.7900000005;8936623.759999998;8776463.36;2.3819253547262487;0.0;0.0;0;5941.0;2019;2019;False;False;CE;LUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA.;CE;Retorno Doméstico;1999;True
15318729000188;1;1;1.0;3538399.18;208829.1;3747228.28;982930.48;788023.32;0.2623086736525163;34.96;34.96;1;39639.0;2018;2018;False;False;RJ;BALEIA FILMES LTDA ME;RJ;Retorno Internacional;2013;False
02908530000168;2;2;1.0;3416711.97;300820.24;3717532.21;359480.98000000004;87650.92;0.09669882053288249;3.3;3.6;2;4409.0;2017;2021;False;False;PE;AROMA FILMES LTDA ME.;PE;Pequeno Porte;2004;True
03760043000163;3;3;1.0;3598855.1;58011.6;3656866.7;1024542.48;55584.48;0.2801694904547655;0.0;0.0;0;2708.0;2018;2021;False;False;RJ;AFINAL FILMES LTDA;RJ;Pequeno Porte;2013;False
07490019000102;1;1;1.0;1501160.14;2099025.6;3600185.74;223295.66;109598.44;0.06202337216079301;0.0;0.0;0;5513.0;2014;2014;False;False;SP;GIRAFA FILMES LTDA;SP;Pequeno Porte;1995;True
03766122000181;1;1;1.0;2099025.6;1490768.21;3589793.81;612596.04;17872.12;0.17064936662755012;3.1;3.1;1;899.0;2014;2014;False;False;RJ;SOLAR FILMES LTDA - ME;RJ;Pequeno Porte;1986;True
08408195000115;1;1;1.0;2166601.5;1414750.2;3581351.7;210292.31999999998;23438.52;0.05871870109824734;0.0;0.0;0;1179.0;2019;2019;False;False;RJ;LAPILAR PRODUCÕES ARTISTICAS LTDA;RJ;Pequeno Porte;2003;True
23148018000130;1;1;1.0;1278048.01;2278304.98;3556352.99;90193.24;27295.24;0.025361160788485174;0.0;0.0;0;1373.0;2023;2023;False;False;MG;FILMEGRAPH LTDA - ME;MG;Pequeno Porte;1987;True
04302591000102;2;2;1.0;3483921.48;0.0;3483921.48;320570.96;47374.04;0.09201440441189278;0.0;0.0;0;2383.0;2015;2018;True;False;AM;SERGIO J. DE ANDRADE;;Pequeno Porte;2008;False
11660296000193;1;1;1.0;0.0;3480696.0;3480696.0;133607.64;63993.72;0.03838532293541292;0.0;0.0;0;3219.0;2021;2021;False;True;MG;MGP ENTRETENIMENTO LTDA;MG;Pequeno Porte;2009;False
17383231000124;1;1;1.0;0.0;3480696.0;3480696.0;5175333.5200000005;5012901.04;1.486867431111479;0.0;0.0;0;252158.0;2021;2021;False;True;RJ;RUBI FILMES E PRODUCOES ARTISTICAS LTDA;RJ;Retorno Doméstico;2016;False
08103457000133;1;1;1.0;0.0;3466562.4;3466562.4;532130.3099999999;322692.16;0.1535037448049399;2.2;2.2;1;16232.0;2017;2017;False;True;MG;TITÂNIO PRODUÇÕES ARTÍSTICAS LTDA.;MG;Pequeno Porte;2003;True
04979293000151;1;1;1.0;3462595.42;0.0;3462595.42;118165.94;28945.28;0.034126406832710475;0.0;0.0;0;1456.0;2016;2016;True;False;GO;FLO PROJETOS LTDA;;Pequeno Porte;2008;False
12658679000190;5;3;0.6;2108585.03;1353992.4;3462577.43;2302867.0;1444282.0;0.6650730695717612;26.38;43.84;3;36963.0;2015;2023;False;False;PE;DESVIA PRODUÇÕES ARTISTICAS E AUDIOVISUAIS LTDA;PE;Retorno Internacional;2007;False
06130502000113;1;1;1.0;3460166.74;0.0;3460166.74;76915.31999999999;298.2;0.022228790049580092;0.0;0.0;0;15.0;2020;2020;True;False;RJ;DONA ROSA PRODUÇÕES ARTÍSTICAS LTDA.;RJ;Pequeno Porte;2002;True
05436489000162;4;4;1.0;1857554.9;1586802.4;3444357.3;482285.88;132062.84;0.14002202384752593;6.470000000000001;10.9;4;3053.0;2015;2020;False;False;RJ;REFINARIA PRODUÇÕES LTDA.;RJ;Pequeno Porte;2001;True
13207081000147;1;1;1.0;2216809.93;1222304.41;3439114.34;162909.6;477.12;0.047369637614316715;0.0;0.0;0;24.0;2021;2021;False;False;MT;PLANO B PRODUTORA DE FILMES EIRELI-ME;MT;Pequeno Porte;2011;False
05760527000138;1;1;1.0;866077.28;2512615.69;3378692.97;103236.44;26619.32;0.030555140972161197;0.0;0.0;0;1339.0;2020;2020;False;False;AL;NÚCLEO ZERO PUBLICIDADE LTDA;;Pequeno Porte;2011;False
09397798000121;1;1;1.0;473345.96;2899671.45;3373017.41;273467.46;65285.92;0.0810750217859089;2.5;2.5;1;3284.0;2016;2016;False;False;SP;KLAXON CULTURA AUDIOVISUAL LTDA-ME;SP;Pequeno Porte;2013;False
20232042000165;1;1;1.0;2088291.0;1254589.8;3342880.8;81471.8;1391.6;0.024371733506022713;0.0;0.0;0;70.0;2019;2019;False;False;SP;;;Pequeno Porte;2015;False
10433648000105;1;0;0.0;3302437.57;0.0;3302437.57;0.0;0.0;0.0;;0.0;0;0.0;2018;2018;True;False;PB;STAIRS PRODUCOES AUDIOVISUAIS LTDA;;Pequeno Porte;2013;False
09369796000129;2;2;1.0;3302150.4299999997;0.0;3302150.4299999997;185825.09999999998;22543.920000000002;0.05627396568968543;0.0;0.0;0;1134.0;2017;2020;True;False;ES;FÁBULAS NEGRAS PRODUÇÕES ARTÍSTICAS LTDA.;;Pequeno Porte;2008;False
46397220000100;1;1;1.0;0.0;3290192.98;3290192.98;235319.56;235319.56;0.0715215069238887;0.0;0.0;0;11837.0;2022;2022;False;True;SP;MOVI & ART PRODUCOES CINEMATOGRAFICAS EIRELI;SP;Pequeno Porte;2002;True
08677301000166;1;1;1.0;0.0;3288473.44;3288473.44;4431717.22;4073133.68;1.3476518210832804;14.26;14.26;1;0.0;2014;2014;False;True;SP;LACUNA FILMES LTDA;SP;Duplo Retorno;2002;True
09261668000167;1;1;1.0;2564569.52;722200.5;3286770.02;144733.54;58069.48;0.04403518929505144;3.5;3.5;1;2921.0;2017;2017;False;False;SP;ACERE PRODUÇÃO ARTÍSTICA E CULTURAL LTDA;SP;Pequeno Porte;2007;False
13044728000167;1;1;1.0;3249902.25;0.0;3249902.25;121744.72;45127.6;0.03746104055898912;23.2;23.2;1;2270.0;2020;2020;True;False;DF;CINCO DA NORTE-SERVIÇOS AUDIOVISUAIS LTDA-ME;;Retorno Internacional;2013;False
08429784000180;2;2;1.0;2649371.68;594804.4;3244176.08;892232.06;607433.4;0.275025780968091;8.725;16.75;2;30555.0;2016;2020;False;False;SP;AURORA FILMES LTDA.;SP;Retorno Internacional;2010;False
00845658000102;3;3;1.0;3086166.4200000004;102603.76;3188770.18;640694.46;237605.75999999998;0.200922118507769;0.0;0.0;0;11952.0;2016;2018;False;False;BA;COISA DE CINEMA - CINEMA E VÍDEO LTDA ME;;Pequeno Porte;2008;False
09028371000156;1;1;1.0;3161088.0;0.0;3161088.0;107310.36;536.76;0.03394728650388727;0.0;0.0;0;27.0;2019;2019;True;False;SP;TORTUGA STUDIOS PRODUTORA DE FILMES LTDA;SP;Pequeno Porte;2007;False
07525577000166;3;3;1.0;2519462.86;633798.14;3153261.0;503831.66;216751.64;0.15978114719967676;9.233333333333334;20.6;2;1583.0;2015;2022;False;False;MG;ANAVILHANA FILMES LTDA - ME;MG;Retorno Internacional;2003;True
28485087000153;1;1;1.0;0.0;3144900.0;3144900.0;8667637.92;8604739.92;2.756093332061433;12.77;12.77;1;0.0;2023;2023;False;True;RJ;LUCCAS TOON STUDIOS LTDA;RJ;Retorno Doméstico;2018;False
01231528000134;1;1;1.0;3132436.5;0.0;3132436.5;21231.84;21231.84;0.006778059188111235;0.0;0.0;0;1068.0;2023;2023;True;False;BA;ARAÇÁ AZUL PRODUÇÃO EVENTOS E TURISMO LTDA;BA;Pequeno Porte;2013;False
21384949000102;1;1;1.0;3115319.98;0.0;3115319.98;87830.9;22027.04;0.02819321949715098;0.0;0.0;0;1108.0;2022;2022;True;False;MA;;;Pequeno Porte;2022;False
14520885000164;1;1;1.0;3090496.0;0.0;3090496.0;191626.88;111546.68;0.062005218579800785;0.0;0.0;0;5611.0;2019;2019;True;False;DF;QUARTINHO DIRECOES ARTISTICAS EIRELI;;Pequeno Porte;2019;False
03746956000125;1;1;1.0;743505.5;2320464.0;3063969.5;448795.72000000003;31112.2;0.14647525701545006;9.9;9.9;1;1565.0;2021;2021;False;False;SP;COALA PRODUÇÕES AUDIOVISUAIS LTDA;SP;Pequeno Porte;2002;True
00360459000104;5;5;1.0;0.0;3037100.7600000002;3037100.7600000002;1582978.2400000002;107729.71999999999;0.5212136063605608;0.5;2.5;1;162.0;2015;2020;False;True;RJ;DOCUMENTA PRODUCOES EIRELI - ME;RJ;Pequeno Porte;1968;True
01464291000131;2;2;1.0;2342864.2;680810.44;3023674.6399999997;346263.04000000004;56280.28;0.11451729475761323;0.0;0.0;0;2831.0;2014;2019;False;False;RJ;KINOFILMES PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA;RJ;Pequeno Porte;1997;True
19069618000136;1;1;1.0;969226.16;2044185.0;3013411.16;447379.52;447379.52;0.14846282045361509;0.0;0.0;0;22504.0;2023;2023;False;False;SP;BRAVURA CINEMATOGRÁFICA LTDA.;SP;Pequeno Porte;2019;False
30510135000168;1;1;1.0;3003007.5;0.0;3003007.5;11947.88;11947.88;0.003978638081989472;1.8;1.8;1;601.0;2020;2020;True;False;RJ;CRYSTAL CINEMATOGRÁFICA LTDA;RJ;Pequeno Porte;1978;True
20519742000135;1;1;1.0;3003007.5;0.0;3003007.5;314539.04000000004;251641.04;0.10474134346983817;2.7;2.7;1;12658.0;2023;2023;True;False;SP;ROSEIRA FILMES E PRODUCOES ARTISTICAS;;Pequeno Porte;2004;True
19152930000199;1;1;1.0;2669340.0;314490.0;2983830.0;54013.96;54013.96;0.018102224322431238;0.0;0.0;0;2717.0;2023;2023;False;False;CE;MALEMOLÊNCIA PRODUÇÕES LTDA;CE;Pequeno Porte;2018;False
22734795000102;1;1;1.0;2946578.04;0.0;2946578.04;197370.31999999998;10516.52;0.0669828924673585;43.92;43.92;1;529.0;2019;2019;True;False;RJ;TAMANDUA VERMELHO PRODUÇÕES ARTÍSTICAS EIRELI ME;;Retorno Internacional;2019;False
04761874000112;2;2;1.0;2290971.86;645693.91;2936665.77;762347.88;47254.76;0.25959640616507745;0.0;0.0;0;2377.0;2020;2020;False;False;CE;CORTE SECO FILMES LTDA;CE;Pequeno Porte;2002;True
13359654000158;1;1;1.0;2061854.28;870174.0;2932028.2800000003;101958.68;32344.76;0.034774112069614824;0.0;0.0;0;1627.0;2021;2021;False;False;SP;BELA FILMES PRODUÇÕES LTDA ME;SP;Pequeno Porte;2005;True
05081895000150;1;1;1.0;0.0;2885070.08;2885070.08;466213.16000000003;76398.84;0.16159509026553698;0.0;0.0;0;0.0;2018;2018;False;True;RJ;CHRISTAL PRODUÃÃES ARTÃSTICAS LTDA.;RJ;Pequeno Porte;2018;False
10407637000150;2;2;1.0;1713716.28;1140550.4;2854266.6799999997;98127.28;21510.16;0.03437915619012867;0.0;0.0;0;1082.0;2020;2023;False;False;MG;VACA AMARELA FILMES EIRELI;;Pequeno Porte;2009;False
15864034000100;1;1;1.0;2851535.73;0.0;2851535.73;95875.4;26261.48;0.03362237372350933;0.0;0.0;0;1321.0;2021;2021;True;False;CE;HILDEBRANDO MAURICIO DA C MACEDO FILHO ­ ME;;Pequeno Porte;2021;False
16894643000166;2;1;0.5;2840845.67;0.0;2840845.67;125827.66;39163.6;0.04429232510895251;0.0;0.0;0;1970.0;2017;2022;True;False;CE;TARDO FILMES LTDA ME;CE;Pequeno Porte;2012;False
04462804000163;1;1;1.0;2556589.77;257662.02;2814251.79;381581.48;24034.92;0.13558896235080656;0.0;0.0;0;1209.0;2020;2020;False;False;PE;CHÁ CINEMATOGRÁFICO LTDA.;PE;Pequeno Porte;1995;True
11422855000127;1;1;1.0;2370816.0;417658.2;2788474.2;554547.76;53357.92;0.1988713971246354;22.62;22.62;1;2684.0;2018;2018;False;False;RJ;GAMAROSA FILMES LTDA.;RJ;Retorno Internacional;2005;True
01230968000177;1;1;1.0;0.0;2769467.03;2769467.03;193943.68;20615.56;0.07002924313563683;0.0;0.0;0;0.0;2017;2017;False;True;RJ;BANG BANG FILMES PRODUÇÕES EIRELI;RJ;Pequeno Porte;2003;True
03493590000120;1;1;1.0;2744361.9;0.0;2744361.9;75418.88;5804.96;0.027481390118409676;7.1;7.1;1;292.0;2021;2021;True;False;MS;POLO MS CINEMA E VÍDEO LTDA;MS;Pequeno Porte;1988;True
05416743000160;1;1;1.0;1097744.76;1645096.5;2742841.26;123654.66;57850.8;0.04508268918194705;0.0;0.0;0;2910.0;2022;2022;False;False;RJ;MARÃO DESENHOS ANIMADOS LTDA ME;RJ;Pequeno Porte;1996;True
19709434000193;2;2;1.0;2715855.98;0.0;2715855.98;287250.74;141366.68;0.10576803118993076;2.35;4.0;2;7111.0;2019;2022;True;False;AC;A. S. C. E SOUZA - PRODUTORA;;Pequeno Porte;2016;False
27527464000107;2;2;1.0;2483950.32;219346.2;2703296.52;394798.8;7633.92;0.14604346843904492;1.45;1.7;2;384.0;2019;2022;False;False;RJ;COEVOS FILMES LTDA;RJ;Pequeno Porte;1977;True
05776048000100;1;1;1.0;0.0;2647145.43;2647145.43;2073591.66;1854943.16;0.7833312203024674;0.0;0.0;0;0.0;2014;2014;False;True;RJ;LETICIA SPILLER PENA PRODUCOES ARTISTICAS LTDA;RJ;Pequeno Porte;2012;False
27651181000172;3;1;0.3333333333333333;1437364.14;1202353.8;2639717.94;62482.84;62482.84;0.02367027137755483;0.0;0.0;0;0.0;2019;2022;False;False;RJ;CALIBAN PRODUÇÕES CINEMATOGRÁFICAS LTDA.;RJ;Pequeno Porte;1980;True
09409976000197;2;2;1.0;2615616.21;0.0;2615616.21;427594.01999999996;254841.72;0.16347735511243064;15.15;27.6;2;12819.0;2016;2018;True;False;RJ;SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;RJ;Retorno Internacional;2008;False
17942221000181;2;2;1.0;2612452.04;0.0;2612452.04;217442.91999999998;57294.159999999996;0.0832332677004857;5.44;10.88;1;2882.0;2018;2020;True;False;GO;PANACEIA PRODUCOES AUDIOVISUAIS LTDE-ME;GO;Pequeno Porte;2011;False
07978267000105;1;1;1.0;667335.0;1915428.0;2582763.0;492804.92;416187.8;0.19080531972929765;0.0;0.0;0;20935.0;2020;2020;False;False;RJ;ÁRTEMIS PRODUÇÕES AUDIOVISUAIS LTDA;RJ;Pequeno Porte;2020;False
04854820000100;1;1;1.0;0.0;2580955.62;2580955.62;2657678.52;2080779.96;1.02972654756458;0.0;0.0;0;104667.0;2015;2015;False;True;DF;CKI MARKETING, ENTRETENIMENTO E CULTURA LTDA;DF;Retorno Doméstico;2011;False
04728553000116;3;3;1.0;798442.75;1782478.16;2580920.9099999997;481196.83999999997;21768.6;0.18644385348484005;1.9666666666666668;4.8;2;1091.0;2018;2021;False;False;SP;MUIRAQUITA FILMES E PRODUCOES ARTISTICAS EIRELI ­ ME;SP;Pequeno Porte;2004;True
06242683000170;2;2;1.0;0.0;2571602.55;2571602.55;77412.31999999999;795.2;0.03010275440891906;0.0;0.0;0;0.0;2020;2020;False;True;DF;DG CONSULTORIA E COMUNICAÇÃO AMBIENTAL LTDA.;DF;Pequeno Porte;2006;False
03117764000150;1;1;1.0;1928293.71;626487.3;2554781.01;108103.32;24571.68;0.04231412382386544;1.1;1.1;1;1236.0;2018;2018;False;False;SP;OKA COMUNICAÇÕES LTDA;SP;Pequeno Porte;2009;False
59190843000140;2;2;1.0;556877.6;1981938.4;2538816.0;339766.56;66160.64;0.13382874536791953;0.0;0.0;0;87.0;2015;2020;False;False;SP;SP FILMES DE SÃO PAULO LTDA;SP;Pequeno Porte;1988;True
01287908000190;1;0;0.0;0.0;2527918.7;2527918.7;0.0;0.0;0.0;;0.0;0;0.0;2016;2016;False;True;SP;AVENTURAS PRODUÇÕES E EDIÇÕES EDUCATIVAS LTDA;SP;Pequeno Porte;1998;True
04727439000171;1;1;1.0;2508044.09;0.0;2508044.09;87594.84;7514.64;0.03492555826640193;0.0;0.0;0;378.0;2019;2019;True;False;MG;MOSQUITO VIDEO E DESIGN LTDA;MG;Pequeno Porte;2002;True
07543070000135;1;1;1.0;2441294.07;0.0;2441294.07;253215.12;173134.92;0.1037216790519628;17.45;17.45;1;8709.0;2019;2019;True;False;CE;ARMANDO PINTO PRAÇA NETO;;Retorno Internacional;2002;True
11360555000160;1;1;1.0;2202205.5;219346.2;2421551.7;187786.48;187786.48;0.07754799536181697;0.0;0.0;0;9446.0;2022;2022;False;False;MG;FLASH MINAS TV PRODUTORA E MARKETING EIRELI;;Pequeno Porte;2022;False
09287514000144;1;1;1.0;790272.0;1602254.35;2392526.35;367201.66000000003;159020.12;0.15347862730958012;11.6;11.6;1;7999.0;2016;2016;False;False;SP;GUINLE PRODUÇÕES ARTÍSTICAS LTDA - ME;SP;Pequeno Porte;2004;True
08287614000108;2;2;1.0;1750377.21;638476.0;2388853.21;112419.52000000002;5645.92;0.047060036811554455;0.0;0.0;0;284.0;2019;2020;False;False;MG;88 ARTE CONTEMPORANEA LTDA;;Pequeno Porte;2007;False
09291317000107;1;1;1.0;2384706.05;0.0;2384706.05;82764.0;2683.8;0.034706164309014104;7.0;7.0;1;135.0;2019;2019;True;False;RS;LOCKHEART FILMES LTDA.;;Pequeno Porte;2011;False
64044886000158;2;2;1.0;0.0;2383799.15;2383799.15;599814.6;8528.52;0.25162128277459955;0.0;0.0;0;0.0;2017;2019;False;True;SP;FILMART PRODUÇÕES ARTISTICAS LTDA;SP;Pequeno Porte;1998;True
01106959000179;1;1;1.0;2349474.95;0.0;2349474.95;98028.28;98028.28;0.0417234837936876;0.0;0.0;0;4931.0;2021;2021;True;False;RS;GUSTAVO SPOLIDORO;;Pequeno Porte;2009;False
74425067000104;2;2;1.0;1183037.18;1139858.7;2322895.88;1022472.22;430441.76;0.44017135197639595;8.235;16.47;1;19870.0;2017;2018;False;False;SP;PLATEAU MARKETING E PRODUÇÕES CULTURAIS LTDA;SP;Retorno Internacional;2000;True
11966450000150;2;2;1.0;1040907.7;1274967.89;2315875.59;192060.68;192060.68;0.08293220967020945;3.2;5.2;2;75.0;2019;2021;False;False;MG;CANABRAVA FILMES EIRELI;MG;Pequeno Porte;2002;True
15592350000161;1;1;1.0;1416792.39;857308.48;2274100.87;84485.88;954.24;0.03715133357299142;0.0;0.0;0;48.0;2018;2018;False;False;MG;FILMES FRACTAIS EIRELI;MG;Pequeno Porte;2018;False
00639143000148;1;1;1.0;781583.75;1485711.36;2267295.1100000003;221652.2;31986.92;0.09776063072795141;0.0;0.0;0;1609.0;2015;2015;False;False;SC;FAGANELLO - COMUNICACOES EIRELI - ME;SC;Pequeno Porte;1999;True
13931232000105;1;0;0.0;2230516.5;0.0;2230516.5;0.0;0.0;0.0;;0.0;0;0.0;2019;2019;True;False;PA;VISAGEM SERVICO DE PRODUCAO DE VIDEO LTDA - ME;;Pequeno Porte;2006;False
07088828000192;1;1;1.0;2229544.92;0.0;2229544.92;6103.16;6103.16;0.0027374016756746933;0.0;0.0;0;307.0;2018;2018;True;False;RS;RAINER CINE LTDA;RS;Pequeno Porte;1998;True
16957757000108;2;2;1.0;1483367.82;730458.47;2213826.29;647734.28;119995.68;0.292585864991241;13.899999999999999;21.7;2;3815.0;2016;2018;False;False;MG;ENTRE FILMES PRODUCOES LTDA - ME;MG;Retorno Internacional;2013;False
09325623000109;1;1;1.0;2202133.39;0.0;2202133.39;1087476.82;1021672.96;0.49382876847437474;0.0;0.0;0;51392.0;2022;2022;True;False;MG;IMMAGINI ANIMATION STUDIOS BRASIL LTDA;MG;Pequeno Porte;2017;False
02585713000190;1;1;1.0;1334670.0;858958.62;2193628.62;20834.24;20834.24;0.009497614960913484;0.0;0.0;0;1048.0;2022;2022;False;False;PR;TECNOKENA AUDIOVISUAL E MULTIMIDIA EIRELI;PR;Pequeno Porte;2000;True
05372676000120;1;1;1.0;0.0;2185080.04;2185080.04;278.32;278.32;0.0001273729084999559;0.0;0.0;0;0.0;2020;2020;False;True;SP;MSTK PRODUÇÕES CINEMATOGRÁFICAS LTDA-ME;SP;Pequeno Porte;2011;False
04852671000131;1;1;1.0;2166601.5;0.0;2166601.5;93872.95999999999;17255.84;0.043327284689870287;0.0;0.0;0;868.0;2020;2020;True;False;DF;34 FILMES LTDA;DF;Pequeno Porte;2000;True
